query,gt_key1,gt_val1,gt_key2,gt_val2,gt_key3,gt_val3,gt_key4,gt_val4,gt_key5,gt_val5,gt_key6,gt_val6,gt_key7,gt_val7,gt_key8,gt_val8,gt_key9,gt_val9,gt_key10,gt_val10,gt_key11,gt_val11,,qmeans_key1,qmeans_val1,qmeans_key2,qmeans_val2,qmeans_key3,qmeans_val3,qmeans_key4,qmeans_val4,qmeans_key5,qmeans_val5,qmeans_key6,qmeans_val6,qmeans_key7,qmeans_val7,,gemma_key1,gemma_val1,gemma_key2,gemma_val2,gemma_key3,gemma_val3,gemma_key4,gemma_val4,gemma_key5,gemma_val5,gemma_key6,gemma_val6,gemma_key7,gemma_val7,gemma_key8,gemma_val8,gemma_key9,gemma_val9,,qmeans_key_match,gemma_key_match,qmeans_kv_match,gemma_kv_match,qmeans_val_any_match,gemma_val_any_match,total_gold_attrs
linear-actuators,part type,actuator,driven type,linear,,,,,,,,,,,,,,,,,,,,product,linear-actuators,,,,,,,,,,,,,,part type,actuators,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,2
Motor Starter,part type,motor starter,,,,,,,,,,,,,,,,,,,,,,usage,motor,product,motor starter,,,,,,,,,,,,part type,Motor Starter,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1
Three Phase Electric Motor,part type,motor,phase,3,power source,electric,,,,,,,,,,,,,,,,,,power source,electric,no of phase,three phase,product,three phase electric motor,,,,,,,,,,part type,motor,phase,Three Phase,power source,Electric,,,,,,,,,,,,,,1,3,1,2,1,2,3
l t mpower pro mobile motor starter,brand,l t,part type,motor starter,series,mpower pro mobile,,,,,,,,,,,,,,,,,,brand,l t,usage,motor starter,product,mobile motor starter,,,,,,,,,,part type,motor starter,brand,l t,model name/number,mpower pro,driven type,mobile,,,,,,,,,,,,1,2,1,2,2,2,3
Kenstar Air Cooler Motor With Pump,brand,Kenstar,part type,motor,usage,air cooler,feature,with pump,,,,,,,,,,,,,,,,usage,cooler,brand,kenstar,part type,motor,product,kenstar air cooler motor,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,0,2,0,4
Three Phase Motor,part type,motor,phase,3,,,,,,,,,,,,,,,,,,,,part type,motor,phase,three phase,product,three phase motor,,,,,,,,,,part type,motor,driven type,three phase,,,,,,,,,,,,,,,,2,1,1,1,1,1,2
Pneumatic Actuators,part type,actuator,power source,pneumatic,,,,,,,,,,,,,,,,,,,,actuator type,pneumatic,product,pneumatic actuators,,,,,,,,,,,,part type,actuator,usage,pneumatic,,,,,,,,,,,,,,,,0,1,0,1,1,2,2
Crane Duty Geared Motor With Brake,part type,motor,driven type,geared,application,crane duty,feature,with brake,,,,,,,,,,,,,,,,product,geared motor,,,,,,,,,,,,,,part type,motor,driven type,geared,feature,with brake,usage,crane,,,,,,,,,,,,0,3,0,3,0,3,4
1000 n (100 kg) 1 100 mm 24 v telescopic linear actuators,part type,actuator,driven type,linear,feature,telescopic,force,1000 n,stroke length,100 mm,voltage,24 v,,,,,,,,,,,,stroke length,100 mm,voltage,24 v,product,1000,,,,,,,,,,part type,actuators,power,1000 n (100 kg),voltage,24 v,size,100 mm,,,,,,,,,,,,2,2,2,1,2,2,6
Pneumatic Rotary Actuators,part type,actuator,power source,pneumatic,feature,rotary,,,,,,,,,,,,,,,,,,product,pneumatic rotary actuators,,,,,,,,,,,,,,part type,rotary actuators,driven type,pneumatic,,,,,,,,,,,,,,,,0,1,0,0,0,1,3
Petrosa Starter medium,brand,Petrosa,part type,starter,size,medium,,,,,,,,,,,,,,,,,,size,medium,feeder type,starter,product,starter,,,,,,,,,,part type,starter,brand,Petrosa,size,medium,,,,,,,,,,,,,,1,3,1,3,2,3,3
Pneumatic Rotary Actuator,part type,actuator,power source,pneumatic,feature,rotary,,,,,,,,,,,,,,,,,,power source,pneumatic,actuator type,rotary actuator,product,pneumatic rotary actuator,,,,,,,,,,part type,actuator,driven type,pneumatic,feature,rotary,,,,,,,,,,,,,,1,2,1,2,1,3,3
Shade Pole Rexnord c Frame Motor Rec-6110-A2,brand,Rexnord,part type,motor,frame size,c Frame,driven type,shade pole,model name/number,Rec-6110-A2,,,,,,,,,,,,,,motor type,c frame,model name/number,rec-6110-a2,brand,rexnord,product,c frame motor,,,,,,,,part type,motor,brand,Rexnord,model name/number,Rec-6110-A2,frame size,c Frame,usage,Shade Pole,,,,,,,,,,2,4,2,4,3,5,5
dc motor bush,part type,motor bush,power source,dc,,,,,,,,,,,,,,,,,,,,motor part type,bush,motor type,dc,product,motor bush,,,,,,,,,,part type,brush,,,,,,,,,,,,,,,,,,0,1,0,0,2,0,2
crompton motors 20 hp 3 phase 960 rpm,brand,crompton,part type,motor,horsepower,20 hp,phase,3,rpm,960 rpm,,,,,,,,,,,,,,power,20 hp,phase,3 phase,speed,960 rpm,brand,crompton,product,crompton motors,,,,,,brand,crompton,part type,motors,driven type,3 phase,horsepower,20 hp,rpm,960,,,,,,,,,,2,4,1,2,3,2,5
geared motors,part type,motor,driven type,geared,,,,,,,,,,,,,,,,,,,,product,geared motors,,,,,,,,,,,,,,part type,motor,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,2
ball screw or belt driven actuator,part type,actuator,driven type,ball screw or belt,,,,,,,,,,,,,,,,,,,,actuator type,screw,product,ball screw,,,,,,,,,,,,driven type,ball screw or belt driven,part type,actuator,,,,,,,,,,,,,,,,0,2,0,1,0,1,2
Die Cast Rotors,part type,rotors,material,die cast,,,,,,,,,,,,,,,,,,,,technique,die cast,product,die cast rotors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2
Crompton Greaves Motor,brand,Crompton Greaves,part type,motor,,,,,,,,,,,,,,,,,,,,brand,crompton,part type,motor,product,crompton greaves motor,,,,,,,,,,part type,motor,brand,Crompton Greaves,,,,,,,,,,,,,,,,2,2,1,2,1,2,2
automation switches,part type,switches,feature,automation,,,,,,,,,,,,,,,,,,,,type of product,switches,product,automation switches,,,,,,,,,,,,part type,switches,feature,automation,,,,,,,,,,,,,,,,0,2,0,2,1,2,2
à¤•à¥à¤²à¥€à¤¨à¤° à¤ªà¥à¤°à¥‹à¤¡à¤•à¥à¤Ÿ à¤•à¥‡ à¤²à¤¿à¤ à¤•à¥‡à¤®à¤¿à¤•à¤² à¤•à¤¹à¤¾à¤‚ à¤®à¤¿à¤²à¤¤à¤¾ à¤¹à¥ˆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part type,motor,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
Aluminium Bell Housing,part type,bell housing,material,aluminium,,,,,,,,,,,,,,,,,,,,material,aluminium,type,bell,product,aluminium bell housing,,,,,,,,,,part type,bell housing,material,Aluminium,,,,,,,,,,,,,,,,1,2,1,2,1,2,2
crompton motors 20 hp 3 phase near khair 960 rpm,brand,crompton,part type,motor,horsepower,20 hp,phase,3,rpm,960 rpm,location/city,khair,,,,,,,,,,,,power,20 hp,phase,3 phase,speed,960 rpm,brand,crompton,product,crompton motors,,,,,,brand,crompton,part type,motors,horsepower,20 hp,phase,3 phase,rpm,960,location/city,khair,,,,,,,,2,6,1,3,3,3,6
SIEMENS 1FL6064-1AC61-2LA1 SIMOTICS S-1FL6-1FL6 Operating voltage 3AC 400 V,brand,SIEMENS,model name/number,1FL6064-1AC61-2LA1,series,SIMOTICS S-1FL6,voltage,3AC 400 V,,,,,,,,,,,,,,,,model name/number,1fl6064-1ac61-2la1,input voltage,400 v,brand,siemens,product,operating,,,,,,,,brand,SIEMENS,model name/number,1FL6064-1AC61-2LA1,voltage,3AC 400 V,,,,,,,,,,,,,,2,3,2,3,2,3,4
Danfoss/Eaton Char-Lynn 2000 series,brand,Danfoss; Eaton,series,Char-Lynn 2000,,,,,,,,,,,,,,,,,,,,model name/number,char-lynn 2000,product,series,,,,,,,,,,,,brand,Danfoss/Eaton,series,Char-Lynn 2000 series,,,,,,,,,,,,,,,,0,2,0,0,1,0,2
crompton greaves motors 20 hp 3 phase,brand,crompton greaves,part type,motor,horsepower,20 hp,phase,3,,,,,,,,,,,,,,,,power,20 hp,brand,crompton,product,crompton greaves motors,,,,,,,,,,brand,crompton greaves,part type,motors,horsepower,20 hp,phase,3,,,,,,,,,,,,1,4,0,3,1,3,4
Landt Motor Starter Mk1 Direct On Line (dol) (mk1 Dol 9-14 A.),brand,Landt,part type,motor starter,starter type,dol,model name/number,Mk1,current,9-14 A,,,,,,,,,,,,,,starter type,dol,brand,landt,model name/number,mk1,usage,motor starter,product,motor starter,,,,,,part type,motor starter,brand,Landt,model name/number,Mk1 Dol,driven type,dol,current,9-14 A.,,,,,,,,,,3,4,3,2,4,3,5
fdhhdfh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR  1FK2106-4AF01-1SA0 2.7 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2106-4AF01-1SA0,power,2.7 kW,,,,,,,,,,,,model name/number,1fk2106-4af01-1sa0,power,2.7 kw,usage,servo motor,brand,siemens,product,servo motor,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2,power,2.7 kW,,,,,,,,,,,,3,4,3,2,3,3,6
Vibration Motor,part type,motor,feature,vibration,,,,,,,,,,,,,,,,,,,,product,vibration motor,,,,,,,,,,,,,,part type,motor,feature,Vibration,,,,,,,,,,,,,,,,0,2,0,2,0,2,2
Remi Geared Motor,brand,Remi,part type,motor,driven type,geared,,,,,,,,,,,,,,,,,,brand,remi,product,remi geared motor,,,,,,,,,,,,part type,motor,brand,Remi,driven type,geared,,,,,,,,,,,,,,1,3,1,3,1,3,3
Tata Signa Bs4 Blower Motor,brand,Tata,part type,motor,usage,blower,model name/number,Signa Bs4,,,,,,,,,,,,,,,,part type,blower motor,suitable for,signa bs4,product,blower motor,,,,,,,,,,part type,blower motor,brand,Tata,model name/number,Signa Bs4,,,,,,,,,,,,,,1,3,0,2,1,2,4
Allen Bradley SMC-3 43A Smart Motor starer,brand,Allen Bradley,part type,motor starter,model name/number,SMC-3,current,43A,feature,smart,,,,,,,,,,,,,,brand,allen bradley,model name/number,smc-3 43a,product,allen bradley,,,,,,,,,,part type,motor,brand,Allen Bradley,model name/number,SMC-3,current,43A,starter type,starer,,,,,,,,,,2,4,1,3,1,3,5
skill-3220-armature-powerbilt(9683),brand,skill,part type,armature,model name/number,3220,series,powerbilt 9683,,,,,,,,,,,,,,,,model name/number,skill-3220-armature-powerbilt(9683),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,4
50W Wall Fan Motor,part type,motor,usage,wall fan,power,50W,,,,,,,,,,,,,,,,,,power,50w,usage,wall fan,product,wall fan motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,3
m9mz90g4yga panasonic gear motor /90watt/ three phase,brand,panasonic,part type,motor,driven type,geared,model name/number,m9mz90g4yga,power,90watt,phase,3,,,,,,,,,,,,motor type,gear motor,model name/number,m9mz90g4yga,brand,panasonic,phase,three phase,product,panasonic gear motor,,,,,,brand,panasonic,part type,gear motor,power,90watt,phase,three phase,model name/number,m9mz90g4yga,,,,,,,,,,3,5,2,3,2,3,6
ll braider soft starer,part type,starter,starter type,soft,usage,braider,,,,,,,,,,,,,,,,,,product,soft,,,,,,,,,,,,,,part type,soft starer,brand,ll,,,,,,,,,,,,,,,,0,1,0,0,1,0,3
kollmorgen servo motors akm63k-anc2r-00,brand,kollmorgen,part type,motor,driven type,servo,model name/number,akm63k-anc2r-00,,,,,,,,,,,,,,,,model name/number,akm63k-anc2r-00,brand,kollmorgen,usage,servo,product,servo motors,,,,,,,,part type,servo motors,brand,kollmorgen,model name/number,akm63k-anc2r-00,,,,,,,,,,,,,,2,3,2,2,3,2,4
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1MB0 0.12 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2204-5AK01-1MB0,power,0.12 kW,,,,,,,,,,,,power,0.12 kw,model name/number,1fk2204-5ak01-1mb0,usage,servo motor,brand,siemens,product,servo motor,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2 1FK2204-5AK01-1MB0,power,0.12 kW,,,,,,,,,,,,3,4,3,2,3,2,6
Crane Current Collector Carbon Brush,part type,carbon brush,usage,crane current collector,,,,,,,,,,,,,,,,,,,,product,crane current collector carbon brush,usage,crane,,,,,,,,,,,,part type,brush,usage,crane,material,carbon,,,,,,,,,,,,,,1,2,0,0,0,0,2
Pneumatic Actuatos,part type,actuator,power source,pneumatic,,,,,,,,,,,,,,,,,,,,power source,pneumatic,product,pneumatic,,,,,,,,,,,,part type,actuators,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,2
1440 rpm three phase 9841043643 3 hp crompton greaves motor,brand,crompton greaves,part type,motor,rpm,1440 rpm,phase,3,horsepower,3 hp,,,,,,,,,,,,,,speed,1440 rpm,power,3 hp,model name/number,9841043643,brand,crompton,phase,three phase,product,crompton greaves motor,,,,brand,crompton greaves,part type,motor,driven type,three phase,model name/number,9841043643,horsepower,3 hp,rpm,1440,,,,,,,,2,4,0,3,2,3,5
horse power,,,,,,,,,,,,,,,,,,,,,,,,animal breed,horse,product,horse power,,,,,,,,,,,,horsepower,horse power,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
Terminal plate,part type,terminal plate,,,,,,,,,,,,,,,,,,,,,,product,terminal plate,,,,,,,,,,,,,,part type,Terminal plate,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1
dc brake motors in mumbai,part type,motor,power source,dc,feature,brake,location/city,mumbai,,,,,,,,,,,,,,,,motor type,dc brake,place of origin,mumbai,product,dc brake motors,,,,,,,,,,part type,brake motors,location/city,mumbai,,,,,,,,,,,,,,,,0,2,0,1,1,1,4
hindustan ac motor,brand,hindustan,part type,motor,power source,ac,,,,,,,,,,,,,,,,,,type,ac,brand,hindustan,product,hindustan ac motor,,,,,,,,,,part type,motor,driven type,ac,brand,hindustan,,,,,,,,,,,,,,1,2,1,2,2,3,3
24 inch three phase 4 exhaust fan fibre,part type,exhaust fan,size,24 inch,phase,3,material,fibre,,,,,,,,,,,,,,,,size,24 inch,usage,exhaust fan,material,fibre,phase,three phase,product,exhaust fan,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,0,3,0,4
panasonic-ac-servo-motor,brand,panasonic,part type,motor,power source,ac,driven type,servo,,,,,,,,,,,,,,,,product,panasonic-ac-servo-motor,,,,,,,,,,,,,,brand,panasonic,part type,servo motor,driven type,ac,,,,,,,,,,,,,,0,3,0,1,0,2,4
three phase 1 piece 5 hp 2800 rpm 3.7 KW 5HP Crompton Greaves Motor 1500 rpm,brand,Crompton Greaves,part type,motor,phase,3,horsepower,5 hp,rpm,1500 rpm,power,3.7 KW,quantity,1,,,,,,,,,,set contains,1 piece,speed,2800 rpm,power,3.7 kw,horsepower,5 hp,brand,crompton,phase,three phase,product,5hp crompton greaves motor,,part type,motor,brand,Crompton Greaves,driven type,three phase,model name/number,5HP,power,3.7 KW,rpm,2800; 1500,horsepower,5HP,quantity,1 piece,,,,4,6,2,3,2,3,7
3 Phase Motor Starter,part type,motor starter,phase,3,,,,,,,,,,,,,,,,,,,,phase,3 phase,usage,motor starter,product,3 phase motor starter,,,,,,,,,,part type,motor starter,phase,3 Phase,,,,,,,,,,,,,,,,1,2,0,1,1,1,2
0.5 hp motor,part type,motor,horsepower,0.5 hp,,,,,,,,,,,,,,,,,,,,power,0.5 hp,part type,motor,product,0.5 hp motor,,,,,,,,,,horsepower,0.5 hp,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2
ac-fan-motor,part type,motor,power source,ac,usage,fan,,,,,,,,,,,,,,,,,,product,ac-fan-motor,,,,,,,,,,,,,,part type,fan motor,driven type,ac,,,,,,,,,,,,,,,,0,1,0,0,0,1,3
L&T Mpower Pro Mobile Motor Starter,brand,L&T,part type,motor starter,series,Mpower Pro Mobile,,,,,,,,,,,,,,,,,,brand,l&t,usage,motor starter,model name/number,mpower pro,product,mobile motor starter,,,,,,,,part type,motor starter,brand,L&T,model name/number,Mpower Pro,driven type,mobile,,,,,,,,,,,,1,2,1,2,2,2,3
linear actuator purlin,part type,actuator,driven type,linear,usage,purlin,,,,,,,,,,,,,,,,,,valve motion,linear,product,linear actuator,,,,,,,,,,,,part type,actuator,driven type,linear,,,,,,,,,,,,,,,,0,2,0,2,1,2,3
1 piece Allen Bradley Soft Starters,brand,Allen Bradley,part type,starter,starter type,soft,quantity,1,,,,,,,,,,,,,,,,quantity per pack,1 piece,brand,allen bradley,starter type,soft,product,allen bradley soft starters,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,4
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AB01-1SB0 4.5 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2210-3AB01-1SB0,power,4.5 kW,,,,,,,,,,,,model name/number,1fk2210-3ab01-1sb0,power,4.5 kw,usage,servo motor,brand,siemens,product,servo motor,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2 1FK2210-3AB01-1SB0,power,4.5 kW,,,,,,,,,,,,3,4,3,2,3,2,6
dg geared motor,part type,motor,driven type,geared,feature,dg,,,,,,,,,,,,,,,,,,part type,motor,product,geared motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,3
Alternator Stator Core,part type,stator core,usage,alternator,,,,,,,,,,,,,,,,,,,,usage,alternator,part type,stator core,product,alternator stator core,,,,,,,,,,part type,stator core,,,,,,,,,,,,,,,,,,2,1,2,1,2,1,2
servo motors repairs,part type,motor,driven type,servo,feature,repair service,,,,,,,,,,,,,,,,,,product,servo motors repairs,,,,,,,,,,,,,,part type,servo motors,usage,repairs,,,,,,,,,,,,,,,,0,1,0,0,0,0,3
Motor Carbon Brushes,part type,carbon brush,usage,motor,,,,,,,,,,,,,,,,,,,,product,motor carbon brushes,usage,motor,,,,,,,,,,,,part type,brush,material,carbon,,,,,,,,,,,,,,,,1,1,1,0,1,0,2
Pmdc Stirrer Motor,part type,motor,driven type,pmdc,usage,stirrer,,,,,,,,,,,,,,,,,,motor type,pmdc,usage,stirrer,product,stirrer motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,3
dol-starter,part type,starter,starter type,dol,,,,,,,,,,,,,,,,,,,,starter type,dol-starter,product,dol-starter,,,,,,,,,,,,part type,starter,driven type,dol,,,,,,,,,,,,,,,,1,1,0,1,0,2,2
Fan Motor,part type,motor,usage,fan,,,,,,,,,,,,,,,,,,,,part type,motor,product,fan motor,,,,,,,,,,,,part type,fan motor,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,2
Three Phase Motors Crompton Greaves,brand,Crompton Greaves,part type,motor,phase,3,,,,,,,,,,,,,,,,,,brand,crompton,phase,three phase,product,three phase motors,,,,,,,,,,part type,motors,brand,Crompton Greaves,phase,Three Phase,,,,,,,,,,,,,,2,3,0,1,0,1,3
TR 7 25x50 Holder,part type,holder,model name/number,TR 7,size,25x50,,,,,,,,,,,,,,,,,,model name/number,tr 7,product,holder,,,,,,,,,,,,part type,Holder,model name/number,TR 7,,,,,,,,,,,,,,,,1,2,1,2,2,2,3
End Shield Cover,part type,end shield cover,,,,,,,,,,,,,,,,,,,,,,type,shield,product,end shield cover,,,,,,,,,,,,part type,End Shield Cover,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1
three phase 3.7 kw crompton greaves induction motor,brand,crompton greaves,part type,motor,phase,3,power,3.7 kw,driven type,induction,,,,,,,,,,,,,,rated power,3.7 kw,brand,crompton,motor type,induction motor,no of phase,three phase,product,crompton greaves induction motor,,,,,,part type,induction motor,brand,crompton greaves,driven type,induction,power,3.7 kw,phase,three,,,,,,,,,,1,5,0,3,1,3,5
1 for business use piece 22 kw Allen Bradley 150-C43NBD SMC-3 Soft Starter 43A 480V 3-Phase 100-240V AC Control,brand,Allen Bradley,part type,starter,starter type,soft,model name/number,150-C43NBD,series,SMC-3,power,22 kw,current,43A,voltage,480V,phase,3,feature,100-240V AC Control,quantity,1,,model name/number,150-c43nbd,power,22 kw,phase,3-phase,voltage,480v,brand,allen bradley,starter type,soft starter,product,soft starter,,brand,Allen Bradley,part type,Soft Starter,model name/number,SMC-3,power,22 kw,current,43A,voltage,480V,phase,3-Phase,usage,business use,power source,AC Control,,6,7,4,4,4,5,11
3.7 kw crompton greaves induction motor,brand,crompton greaves,part type,motor,power,3.7 kw,driven type,induction,,,,,,,,,,,,,,,,rated power,3.7 kw,brand,crompton,motor type,induction motor,product,crompton greaves induction motor,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,4
Direct On Line Starter DOL Motor Starter (DMC),part type,motor starter,starter type,DOL,model name/number,DMC,,,,,,,,,,,,,,,,,,starter type,dol,usage,motor,product,dol motor starter,,,,,,,,,,part type,starter,driven type,DOL,model name/number,DMC,,,,,,,,,,,,,,1,2,1,1,1,2,3
crompton greaves induction motor,brand,crompton greaves,part type,motor,driven type,induction,,,,,,,,,,,,,,,,,,brand,crompton,motor type,induction motor,product,crompton greaves induction motor,,,,,,,,,,part type,induction motor,brand,crompton greaves,,,,,,,,,,,,,,,,1,2,0,1,0,1,3
three phase-motors,part type,motor,phase,3,,,,,,,,,,,,,,,,,,,,phase,three phase-motors,product,three phase-motors,,,,,,,,,,,,part type,motor,phase,three phase,,,,,,,,,,,,,,,,1,2,0,1,0,1,2
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0MB0,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2104-6AF10-0MB0,,,,,,,,,,,,,,model name/number,1fk2104-6af10-0mb0,usage,servo motor,brand,siemens,product,servo motor,,,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2 1FK2104-6AF10-0MB0,,,,,,,,,,,,,,2,3,2,1,2,1,5
Stators,part type,stator,,,,,,,,,,,,,,,,,,,,,,product,stators,,,,,,,,,,,,,,part type,stators,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1
1 fan motor,part type,motor,usage,fan,quantity,1,,,,,,,,,,,,,,,,,,part type,motor,product,fan motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,3
Makita MT-958 Armature By PowerSpeed,brand,powerspeed,part type,armature,model name/number,MT-958,,,,,,,,,,,,,,,,,,type of power tool,armature,brand,powerspeed,product,armature,,,,,,,,,,part type,Armature,brand,Makita,model name/number,MT-958,driven type,By PowerSpeed,,,,,,,,,,,,1,3,1,2,2,2,3
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-1MA0  2.7 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2106-4AF01-1MA0,power,2.7 kW,,,,,,,,,,,,model name/number,1fk2106-4af01-1ma0,power,2.7 kw,usage,servo motor,brand,siemens,product,servo motor,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2,power,2.7 kW,,,,,,,,,,,,3,4,3,2,3,3,6
KOLLMORGEN Servo Motors,brand,KOLLMORGEN,part type,motor,driven type,servo,,,,,,,,,,,,,,,,,,brand,kollmorgen,product,servo motors,,,,,,,,,,,,part type,servo motors,brand,KOLLMORGEN,,,,,,,,,,,,,,,,1,2,1,1,1,1,3
10 HP Transtech Gear Electric Motor,brand,Transtech,part type,motor,horsepower,10 HP,driven type,geared,power source,electric,,,,,,,,,,,,,,power,10 hp,power source,electric,motor type,gear,brand,transtech,product,gear electric motor,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,5
Hollow Shaft Type Incremental Rotary Encoder,part type,encoder,shaft diameter,hollow shaft,feature,incremental rotary,,,,,,,,,,,,,,,,,,encoder type,incremental,product,incremental rotary encoder,,,,,,,,,,,,part type,rotary encoder,feature,hollow shaft,driven type,incremental,,,,,,,,,,,,,,0,2,0,0,0,1,3
Ti Motion Linear Actuator,brand,Ti Motion,part type,actuator,driven type,linear,,,,,,,,,,,,,,,,,,actuator type,linear actuator,brand,ti motion,product,linear actuator,,,,,,,,,,part type,actuator,brand,Ti Motion,driven type,linear,,,,,,,,,,,,,,1,3,1,3,1,3,3
Rhino+12V+DC+30RPM+70Kgcm+IG32+Heavy+Duty+Planetary+Geared+Motor,brand,Rhino,part type,motor,voltage,12V,power source,DC,rpm,30RPM,torque,70Kgcm,model name/number,IG32,driven type,planetary geared,feature,heavy duty,,,,,,,,,,,,,,,,,,,,,brand,Rhino,part type,motor,driven type,planetary geared,model name/number,IG32,voltage,12V,rpm,30RPM,torque,70Kgcm,,,,,,0,7,0,7,0,7,9
1FK2104-6AF10-0MB0,model name/number,1FK2104-6AF10-0MB0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model name/number,1FK2104-6AF10-0MB0,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1
dual shaft 1330 RPM BLOWER FAN MOTOR,part type,motor,usage,blower fan,rpm,1330 RPM,feature,dual shaft,,,,,,,,,,,,,,,,speed,1330 rpm,usage,blower fan,shaft type,dual shaft,part type,motor,product,blower fan,,,,,,part type,fan motor,rpm,1330,feature,dual shaft,,,,,,,,,,,,,,2,3,2,1,4,1,4
