query,gold_key,gold_value,qmeans_value,v6_value,qmeans_match,v6_match
5 watts motor rexnord rec-8313-05-a2,model name/number,rec-8313-05-a2,rec-8313-05-a2,rec-8313-05-a2,TRUE,TRUE
AC Fan Motor,part type,motor,motor,motor,TRUE,TRUE
AC Fan Motor,power source,AC,,,FALSE,FALSE
AC Fan Motor,usage,fan,,,FALSE,FALSE
helical-geared-motor,part type,motor,,,FALSE,FALSE
helical-geared-motor,driven type,helical geared,,,FALSE,FALSE
three phase electric motor 20 hp 960 rpm,part type,motor,,motor,FALSE,TRUE
three phase electric motor 20 hp 960 rpm,phase,3,,three phase,FALSE,FALSE
three phase electric motor 20 hp 960 rpm,power source,electric,electric,,TRUE,FALSE
three phase electric motor 20 hp 960 rpm,horsepower,20 hp,,,FALSE,FALSE
three phase electric motor 20 hp 960 rpm,rpm,960 rpm,,960,FALSE,FALSE
three phase electric motor near agra 20 hp 960 rpm,part type,motor,,motor,FALSE,TRUE
three phase electric motor near agra 20 hp 960 rpm,phase,3,,,FALSE,FALSE
three phase electric motor near agra 20 hp 960 rpm,power source,electric,electric,,TRUE,FALSE
three phase electric motor near agra 20 hp 960 rpm,horsepower,20 hp,,20 hp,FALSE,TRUE
three phase electric motor near agra 20 hp 960 rpm,rpm,960 rpm,,,FALSE,FALSE
three phase electric motor near agra 20 hp 960 rpm,location/city,agra,,agra,FALSE,TRUE
gsm mobile starter,part type,starter,,starter,FALSE,TRUE
gsm mobile starter,feature,gsm mobile,,gsm mobile,FALSE,TRUE
Domestic Appliance Motors,part type,motor,,motor,FALSE,TRUE
Domestic Appliance Motors,application,domestic appliance,,,FALSE,FALSE
schneider soft starter,brand,schneider,schneider,schneider,TRUE,TRUE
schneider soft starter,part type,starter,,soft starter,FALSE,FALSE
schneider soft starter,starter type,soft,soft starter,,FALSE,FALSE
linear-actuators,part type,actuator,,actuators,FALSE,FALSE
linear-actuators,driven type,linear,,,FALSE,FALSE
Motor Starter,part type,motor starter,,Motor Starter,FALSE,TRUE
Three Phase Electric Motor,part type,motor,,motor,FALSE,TRUE
Three Phase Electric Motor,phase,3,,Three Phase,FALSE,FALSE
Three Phase Electric Motor,power source,electric,electric,Electric,TRUE,TRUE
l t mpower pro mobile motor starter,brand,l t,l t,l t,TRUE,TRUE
l t mpower pro mobile motor starter,part type,motor starter,,motor starter,FALSE,TRUE
l t mpower pro mobile motor starter,series,mpower pro mobile,,,FALSE,FALSE
Kenstar Air Cooler Motor With Pump,brand,Kenstar,kenstar,,TRUE,FALSE
Kenstar Air Cooler Motor With Pump,part type,motor,motor,,TRUE,FALSE
Kenstar Air Cooler Motor With Pump,usage,air cooler,cooler,,FALSE,FALSE
Kenstar Air Cooler Motor With Pump,feature,with pump,,,FALSE,FALSE
Three Phase Motor,part type,motor,motor,motor,TRUE,TRUE
Three Phase Motor,phase,3,three phase,,FALSE,FALSE
Pneumatic Actuators,part type,actuator,,actuator,FALSE,TRUE
Pneumatic Actuators,power source,pneumatic,,,FALSE,FALSE
Crane Duty Geared Motor With Brake,part type,motor,,motor,FALSE,TRUE
Crane Duty Geared Motor With Brake,driven type,geared,,geared,FALSE,TRUE
Crane Duty Geared Motor With Brake,application,crane duty,,,FALSE,FALSE
Crane Duty Geared Motor With Brake,feature,with brake,,with brake,FALSE,TRUE
1000 n (100 kg) 1 100 mm 24 v telescopic linear actuators,part type,actuator,,actuators,FALSE,FALSE
1000 n (100 kg) 1 100 mm 24 v telescopic linear actuators,driven type,linear,,,FALSE,FALSE
1000 n (100 kg) 1 100 mm 24 v telescopic linear actuators,feature,telescopic,,,FALSE,FALSE
1000 n (100 kg) 1 100 mm 24 v telescopic linear actuators,force,1000 n,,,FALSE,FALSE
1000 n (100 kg) 1 100 mm 24 v telescopic linear actuators,stroke length,100 mm,100 mm,,TRUE,FALSE
1000 n (100 kg) 1 100 mm 24 v telescopic linear actuators,voltage,24 v,24 v,24 v,TRUE,TRUE
Pneumatic Rotary Actuators,part type,actuator,,rotary actuators,FALSE,FALSE
Pneumatic Rotary Actuators,power source,pneumatic,,,FALSE,FALSE
Pneumatic Rotary Actuators,feature,rotary,,,FALSE,FALSE
Petrosa Starter medium,brand,Petrosa,,Petrosa,FALSE,TRUE
Petrosa Starter medium,part type,starter,,starter,FALSE,TRUE
Petrosa Starter medium,size,medium,medium,medium,TRUE,TRUE
Pneumatic Rotary Actuator,part type,actuator,,actuator,FALSE,TRUE
Pneumatic Rotary Actuator,power source,pneumatic,pneumatic,,TRUE,FALSE
Pneumatic Rotary Actuator,feature,rotary,,rotary,FALSE,TRUE
Shade Pole Rexnord c Frame Motor Rec-6110-A2,brand,Rexnord,rexnord,Rexnord,TRUE,TRUE
Shade Pole Rexnord c Frame Motor Rec-6110-A2,part type,motor,,motor,FALSE,TRUE
Shade Pole Rexnord c Frame Motor Rec-6110-A2,frame size,c Frame,,c Frame,FALSE,TRUE
Shade Pole Rexnord c Frame Motor Rec-6110-A2,driven type,shade pole,,,FALSE,FALSE
Shade Pole Rexnord c Frame Motor Rec-6110-A2,model name/number,Rec-6110-A2,rec-6110-a2,Rec-6110-A2,TRUE,TRUE
dc motor bush,part type,motor bush,,brush,FALSE,FALSE
dc motor bush,power source,dc,,,FALSE,FALSE
crompton motors 20 hp 3 phase 960 rpm,brand,crompton,crompton,crompton,TRUE,TRUE
crompton motors 20 hp 3 phase 960 rpm,part type,motor,,motors,FALSE,FALSE
crompton motors 20 hp 3 phase 960 rpm,horsepower,20 hp,,20 hp,FALSE,TRUE
crompton motors 20 hp 3 phase 960 rpm,phase,3,3 phase,,FALSE,FALSE
crompton motors 20 hp 3 phase 960 rpm,rpm,960 rpm,,960,FALSE,FALSE
geared motors,part type,motor,,motor,FALSE,TRUE
geared motors,driven type,geared,,,FALSE,FALSE
ball screw or belt driven actuator,part type,actuator,,actuator,FALSE,TRUE
ball screw or belt driven actuator,driven type,ball screw or belt,,ball screw or belt driven,FALSE,FALSE
Die Cast Rotors,part type,rotors,,,FALSE,FALSE
Die Cast Rotors,material,die cast,,,FALSE,FALSE
Crompton Greaves Motor,brand,Crompton Greaves,crompton,Crompton Greaves,FALSE,TRUE
Crompton Greaves Motor,part type,motor,motor,motor,TRUE,TRUE
automation switches,part type,switches,,switches,FALSE,TRUE
automation switches,feature,automation,,automation,FALSE,TRUE
Aluminium Bell Housing,part type,bell housing,,bell housing,FALSE,TRUE
Aluminium Bell Housing,material,aluminium,aluminium,Aluminium,TRUE,TRUE
crompton motors 20 hp 3 phase near khair 960 rpm,brand,crompton,crompton,crompton,TRUE,TRUE
crompton motors 20 hp 3 phase near khair 960 rpm,part type,motor,,motors,FALSE,FALSE
crompton motors 20 hp 3 phase near khair 960 rpm,horsepower,20 hp,,20 hp,FALSE,TRUE
crompton motors 20 hp 3 phase near khair 960 rpm,phase,3,3 phase,3 phase,FALSE,FALSE
crompton motors 20 hp 3 phase near khair 960 rpm,rpm,960 rpm,,960,FALSE,FALSE
crompton motors 20 hp 3 phase near khair 960 rpm,location/city,khair,,khair,FALSE,TRUE
SIEMENS 1FL6064-1AC61-2LA1 SIMOTICS S-1FL6-1FL6 Operating voltage 3AC 400 V,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS 1FL6064-1AC61-2LA1 SIMOTICS S-1FL6-1FL6 Operating voltage 3AC 400 V,model name/number,1FL6064-1AC61-2LA1,1fl6064-1ac61-2la1,1FL6064-1AC61-2LA1,TRUE,TRUE
SIEMENS 1FL6064-1AC61-2LA1 SIMOTICS S-1FL6-1FL6 Operating voltage 3AC 400 V,series,SIMOTICS S-1FL6,,,FALSE,FALSE
SIEMENS 1FL6064-1AC61-2LA1 SIMOTICS S-1FL6-1FL6 Operating voltage 3AC 400 V,voltage,3AC 400 V,,3AC 400 V,FALSE,TRUE
Danfoss/Eaton Char-Lynn 2000 series,brand,Danfoss; Eaton,,Danfoss/Eaton,FALSE,FALSE
Danfoss/Eaton Char-Lynn 2000 series,series,Char-Lynn 2000,,Char-Lynn 2000 series,FALSE,FALSE
crompton greaves motors 20 hp 3 phase,brand,crompton greaves,crompton,crompton greaves,FALSE,TRUE
crompton greaves motors 20 hp 3 phase,part type,motor,,motors,FALSE,FALSE
crompton greaves motors 20 hp 3 phase,horsepower,20 hp,,20 hp,FALSE,TRUE
crompton greaves motors 20 hp 3 phase,phase,3,,3,FALSE,TRUE
Landt Motor Starter Mk1 Direct On Line (dol) (mk1 Dol 9-14 A.),brand,Landt,landt,Landt,TRUE,TRUE
Landt Motor Starter Mk1 Direct On Line (dol) (mk1 Dol 9-14 A.),part type,motor starter,,motor starter,FALSE,TRUE
Landt Motor Starter Mk1 Direct On Line (dol) (mk1 Dol 9-14 A.),starter type,dol,dol,,TRUE,FALSE
Landt Motor Starter Mk1 Direct On Line (dol) (mk1 Dol 9-14 A.),model name/number,Mk1,mk1,Mk1 Dol,TRUE,FALSE
Landt Motor Starter Mk1 Direct On Line (dol) (mk1 Dol 9-14 A.),current,9-14 A,,9-14 A.,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR  1FK2106-4AF01-1SA0 2.7 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR  1FK2106-4AF01-1SA0 2.7 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR  1FK2106-4AF01-1SA0 2.7 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR  1FK2106-4AF01-1SA0 2.7 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR  1FK2106-4AF01-1SA0 2.7 kW,model name/number,1FK2106-4AF01-1SA0,1fk2106-4af01-1sa0,SIMOTICS S-1FK2,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR  1FK2106-4AF01-1SA0 2.7 kW,power,2.7 kW,2.7 kw,2.7 kW,TRUE,TRUE
Vibration Motor,part type,motor,,motor,FALSE,TRUE
Vibration Motor,feature,vibration,,Vibration,FALSE,TRUE
Remi Geared Motor,brand,Remi,remi,Remi,TRUE,TRUE
Remi Geared Motor,part type,motor,,motor,FALSE,TRUE
Remi Geared Motor,driven type,geared,,geared,FALSE,TRUE
Tata Signa Bs4 Blower Motor,brand,Tata,,Tata,FALSE,TRUE
Tata Signa Bs4 Blower Motor,part type,motor,blower motor,blower motor,FALSE,FALSE
Tata Signa Bs4 Blower Motor,usage,blower,,,FALSE,FALSE
Tata Signa Bs4 Blower Motor,model name/number,Signa Bs4,,Signa Bs4,FALSE,TRUE
Allen Bradley SMC-3 43A Smart Motor starer,brand,Allen Bradley,allen bradley,Allen Bradley,TRUE,TRUE
Allen Bradley SMC-3 43A Smart Motor starer,part type,motor starter,,motor,FALSE,FALSE
Allen Bradley SMC-3 43A Smart Motor starer,model name/number,SMC-3,smc-3 43a,SMC-3,FALSE,TRUE
Allen Bradley SMC-3 43A Smart Motor starer,current,43A,,43A,FALSE,TRUE
Allen Bradley SMC-3 43A Smart Motor starer,feature,smart,,,FALSE,FALSE
skill-3220-armature-powerbilt(9683),brand,skill,,,FALSE,FALSE
skill-3220-armature-powerbilt(9683),part type,armature,,,FALSE,FALSE
skill-3220-armature-powerbilt(9683),model name/number,3220,skill-3220-armature-powerbilt(9683),,FALSE,FALSE
skill-3220-armature-powerbilt(9683),series,powerbilt 9683,,,FALSE,FALSE
50W Wall Fan Motor,part type,motor,,,FALSE,FALSE
50W Wall Fan Motor,usage,wall fan,wall fan,,TRUE,FALSE
50W Wall Fan Motor,power,50W,50w,,TRUE,FALSE
m9mz90g4yga panasonic gear motor /90watt/ three phase,brand,panasonic,panasonic,panasonic,TRUE,TRUE
m9mz90g4yga panasonic gear motor /90watt/ three phase,part type,motor,,gear motor,FALSE,FALSE
m9mz90g4yga panasonic gear motor /90watt/ three phase,driven type,geared,,,FALSE,FALSE
m9mz90g4yga panasonic gear motor /90watt/ three phase,model name/number,m9mz90g4yga,m9mz90g4yga,m9mz90g4yga,TRUE,TRUE
m9mz90g4yga panasonic gear motor /90watt/ three phase,power,90watt,,90watt,FALSE,TRUE
m9mz90g4yga panasonic gear motor /90watt/ three phase,phase,3,three phase,three phase,FALSE,FALSE
ll braider soft starer,part type,starter,,soft starer,FALSE,FALSE
ll braider soft starer,starter type,soft,,,FALSE,FALSE
ll braider soft starer,usage,braider,,,FALSE,FALSE
kollmorgen servo motors akm63k-anc2r-00,brand,kollmorgen,kollmorgen,kollmorgen,TRUE,TRUE
kollmorgen servo motors akm63k-anc2r-00,part type,motor,,servo motors,FALSE,FALSE
kollmorgen servo motors akm63k-anc2r-00,driven type,servo,,,FALSE,FALSE
kollmorgen servo motors akm63k-anc2r-00,model name/number,akm63k-anc2r-00,akm63k-anc2r-00,akm63k-anc2r-00,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1MB0 0.12 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1MB0 0.12 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1MB0 0.12 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1MB0 0.12 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1MB0 0.12 kW,model name/number,1FK2204-5AK01-1MB0,1fk2204-5ak01-1mb0,SIMOTICS S-1FK2 1FK2204-5AK01-1MB0,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1MB0 0.12 kW,power,0.12 kW,0.12 kw,0.12 kW,TRUE,TRUE
Crane Current Collector Carbon Brush,part type,carbon brush,,brush,FALSE,FALSE
Crane Current Collector Carbon Brush,usage,crane current collector,crane,crane,FALSE,FALSE
Pneumatic Actuatos,part type,actuator,,actuators,FALSE,FALSE
Pneumatic Actuatos,power source,pneumatic,pneumatic,,TRUE,FALSE
1440 rpm three phase 9841043643 3 hp crompton greaves motor,brand,crompton greaves,crompton,crompton greaves,FALSE,TRUE
1440 rpm three phase 9841043643 3 hp crompton greaves motor,part type,motor,,motor,FALSE,TRUE
1440 rpm three phase 9841043643 3 hp crompton greaves motor,rpm,1440 rpm,,1440,FALSE,FALSE
1440 rpm three phase 9841043643 3 hp crompton greaves motor,phase,3,three phase,,FALSE,FALSE
1440 rpm three phase 9841043643 3 hp crompton greaves motor,horsepower,3 hp,,3 hp,FALSE,TRUE
Terminal plate,part type,terminal plate,,Terminal plate,FALSE,TRUE
dc brake motors in mumbai,part type,motor,,brake motors,FALSE,FALSE
dc brake motors in mumbai,power source,dc,,,FALSE,FALSE
dc brake motors in mumbai,feature,brake,,,FALSE,FALSE
dc brake motors in mumbai,location/city,mumbai,,mumbai,FALSE,TRUE
hindustan ac motor,brand,hindustan,hindustan,hindustan,TRUE,TRUE
hindustan ac motor,part type,motor,,motor,FALSE,TRUE
hindustan ac motor,power source,ac,,,FALSE,FALSE
24 inch three phase 4 exhaust fan fibre,part type,exhaust fan,,,FALSE,FALSE
24 inch three phase 4 exhaust fan fibre,size,24 inch,24 inch,,TRUE,FALSE
24 inch three phase 4 exhaust fan fibre,phase,3,three phase,,FALSE,FALSE
24 inch three phase 4 exhaust fan fibre,material,fibre,fibre,,TRUE,FALSE
panasonic-ac-servo-motor,brand,panasonic,,panasonic,FALSE,TRUE
panasonic-ac-servo-motor,part type,motor,,servo motor,FALSE,FALSE
panasonic-ac-servo-motor,power source,ac,,,FALSE,FALSE
panasonic-ac-servo-motor,driven type,servo,,ac,FALSE,FALSE
three phase 1 piece 5 hp 2800 rpm 3.7 KW 5HP Crompton Greaves Motor 1500 rpm,brand,Crompton Greaves,crompton,Crompton Greaves,FALSE,TRUE
three phase 1 piece 5 hp 2800 rpm 3.7 KW 5HP Crompton Greaves Motor 1500 rpm,part type,motor,,motor,FALSE,TRUE
three phase 1 piece 5 hp 2800 rpm 3.7 KW 5HP Crompton Greaves Motor 1500 rpm,phase,3,three phase,,FALSE,FALSE
three phase 1 piece 5 hp 2800 rpm 3.7 KW 5HP Crompton Greaves Motor 1500 rpm,horsepower,5 hp,5 hp,5HP,TRUE,FALSE
three phase 1 piece 5 hp 2800 rpm 3.7 KW 5HP Crompton Greaves Motor 1500 rpm,rpm,1500 rpm,,2800; 1500,FALSE,FALSE
three phase 1 piece 5 hp 2800 rpm 3.7 KW 5HP Crompton Greaves Motor 1500 rpm,power,3.7 KW,3.7 kw,3.7 KW,TRUE,TRUE
three phase 1 piece 5 hp 2800 rpm 3.7 KW 5HP Crompton Greaves Motor 1500 rpm,quantity,1,,1 piece,FALSE,FALSE
3 Phase Motor Starter,part type,motor starter,,motor starter,FALSE,TRUE
3 Phase Motor Starter,phase,3,3 phase,3 Phase,FALSE,FALSE
0.5 hp motor,part type,motor,motor,,TRUE,FALSE
0.5 hp motor,horsepower,0.5 hp,,0.5 hp,FALSE,TRUE
ac-fan-motor,part type,motor,,fan motor,FALSE,FALSE
ac-fan-motor,power source,ac,,,FALSE,FALSE
ac-fan-motor,usage,fan,,,FALSE,FALSE
L&T Mpower Pro Mobile Motor Starter,brand,L&T,l&t,L&T,TRUE,TRUE
L&T Mpower Pro Mobile Motor Starter,part type,motor starter,,motor starter,FALSE,TRUE
L&T Mpower Pro Mobile Motor Starter,series,Mpower Pro Mobile,,,FALSE,FALSE
linear actuator purlin,part type,actuator,,actuator,FALSE,TRUE
linear actuator purlin,driven type,linear,,linear,FALSE,TRUE
linear actuator purlin,usage,purlin,,,FALSE,FALSE
1 piece Allen Bradley Soft Starters,brand,Allen Bradley,allen bradley,,TRUE,FALSE
1 piece Allen Bradley Soft Starters,part type,starter,,,FALSE,FALSE
1 piece Allen Bradley Soft Starters,starter type,soft,soft,,TRUE,FALSE
1 piece Allen Bradley Soft Starters,quantity,1,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AB01-1SB0 4.5 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AB01-1SB0 4.5 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AB01-1SB0 4.5 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AB01-1SB0 4.5 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AB01-1SB0 4.5 kW,model name/number,1FK2210-3AB01-1SB0,1fk2210-3ab01-1sb0,SIMOTICS S-1FK2 1FK2210-3AB01-1SB0,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AB01-1SB0 4.5 kW,power,4.5 kW,4.5 kw,4.5 kW,TRUE,TRUE
dg geared motor,part type,motor,motor,,TRUE,FALSE
dg geared motor,driven type,geared,,,FALSE,FALSE
dg geared motor,feature,dg,,,FALSE,FALSE
Alternator Stator Core,part type,stator core,stator core,stator core,TRUE,TRUE
Alternator Stator Core,usage,alternator,alternator,,TRUE,FALSE
servo motors repairs,part type,motor,,servo motors,FALSE,FALSE
servo motors repairs,driven type,servo,,,FALSE,FALSE
servo motors repairs,feature,repair service,,,FALSE,FALSE
Motor Carbon Brushes,part type,carbon brush,,brush,FALSE,FALSE
Motor Carbon Brushes,usage,motor,motor,,TRUE,FALSE
Pmdc Stirrer Motor,part type,motor,,,FALSE,FALSE
Pmdc Stirrer Motor,driven type,pmdc,,,FALSE,FALSE
Pmdc Stirrer Motor,usage,stirrer,stirrer,,TRUE,FALSE
dol-starter,part type,starter,,starter,FALSE,TRUE
dol-starter,starter type,dol,dol-starter,,FALSE,FALSE
Fan Motor,part type,motor,motor,fan motor,TRUE,FALSE
Fan Motor,usage,fan,,,FALSE,FALSE
Three Phase Motors Crompton Greaves,brand,Crompton Greaves,crompton,Crompton Greaves,FALSE,TRUE
Three Phase Motors Crompton Greaves,part type,motor,,motors,FALSE,FALSE
Three Phase Motors Crompton Greaves,phase,3,three phase,Three Phase,FALSE,FALSE
TR 7 25x50 Holder,part type,holder,,Holder,FALSE,TRUE
TR 7 25x50 Holder,model name/number,TR 7,tr 7,TR 7,TRUE,TRUE
TR 7 25x50 Holder,size,25x50,,,FALSE,FALSE
End Shield Cover,part type,end shield cover,,End Shield Cover,FALSE,TRUE
three phase 3.7 kw crompton greaves induction motor,brand,crompton greaves,crompton,crompton greaves,FALSE,TRUE
three phase 3.7 kw crompton greaves induction motor,part type,motor,,induction motor,FALSE,FALSE
three phase 3.7 kw crompton greaves induction motor,phase,3,,three,FALSE,FALSE
three phase 3.7 kw crompton greaves induction motor,power,3.7 kw,,3.7 kw,FALSE,TRUE
three phase 3.7 kw crompton greaves induction motor,driven type,induction,,induction,FALSE,TRUE
1 for business use piece 22 kw Allen Bradley 150-C43NBD SMC-3 Soft Starter 43A 480V 3-Phase 100-240V AC Control,brand,Allen Bradley,allen bradley,Allen Bradley,TRUE,TRUE
1 for business use piece 22 kw Allen Bradley 150-C43NBD SMC-3 Soft Starter 43A 480V 3-Phase 100-240V AC Control,part type,starter,,Soft Starter,FALSE,FALSE
1 for business use piece 22 kw Allen Bradley 150-C43NBD SMC-3 Soft Starter 43A 480V 3-Phase 100-240V AC Control,starter type,soft,soft starter,,FALSE,FALSE
1 for business use piece 22 kw Allen Bradley 150-C43NBD SMC-3 Soft Starter 43A 480V 3-Phase 100-240V AC Control,model name/number,150-C43NBD,150-c43nbd,SMC-3,TRUE,FALSE
1 for business use piece 22 kw Allen Bradley 150-C43NBD SMC-3 Soft Starter 43A 480V 3-Phase 100-240V AC Control,series,SMC-3,,,FALSE,FALSE
1 for business use piece 22 kw Allen Bradley 150-C43NBD SMC-3 Soft Starter 43A 480V 3-Phase 100-240V AC Control,power,22 kw,22 kw,22 kw,TRUE,TRUE
1 for business use piece 22 kw Allen Bradley 150-C43NBD SMC-3 Soft Starter 43A 480V 3-Phase 100-240V AC Control,current,43A,,43A,FALSE,TRUE
1 for business use piece 22 kw Allen Bradley 150-C43NBD SMC-3 Soft Starter 43A 480V 3-Phase 100-240V AC Control,voltage,480V,480v,480V,TRUE,TRUE
1 for business use piece 22 kw Allen Bradley 150-C43NBD SMC-3 Soft Starter 43A 480V 3-Phase 100-240V AC Control,phase,3,3-phase,3-Phase,FALSE,FALSE
1 for business use piece 22 kw Allen Bradley 150-C43NBD SMC-3 Soft Starter 43A 480V 3-Phase 100-240V AC Control,feature,100-240V AC Control,,,FALSE,FALSE
1 for business use piece 22 kw Allen Bradley 150-C43NBD SMC-3 Soft Starter 43A 480V 3-Phase 100-240V AC Control,quantity,1,,,FALSE,FALSE
3.7 kw crompton greaves induction motor,brand,crompton greaves,crompton,,FALSE,FALSE
3.7 kw crompton greaves induction motor,part type,motor,,,FALSE,FALSE
3.7 kw crompton greaves induction motor,power,3.7 kw,,,FALSE,FALSE
3.7 kw crompton greaves induction motor,driven type,induction,,,FALSE,FALSE
Direct On Line Starter DOL Motor Starter (DMC),part type,motor starter,,starter,FALSE,FALSE
Direct On Line Starter DOL Motor Starter (DMC),starter type,DOL,dol,,TRUE,FALSE
Direct On Line Starter DOL Motor Starter (DMC),model name/number,DMC,,DMC,FALSE,TRUE
crompton greaves induction motor,brand,crompton greaves,crompton,crompton greaves,FALSE,TRUE
crompton greaves induction motor,part type,motor,,induction motor,FALSE,FALSE
crompton greaves induction motor,driven type,induction,,,FALSE,FALSE
three phase-motors,part type,motor,,motor,FALSE,TRUE
three phase-motors,phase,3,three phase-motors,three phase,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0MB0,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0MB0,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0MB0,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0MB0,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0MB0,model name/number,1FK2104-6AF10-0MB0,1fk2104-6af10-0mb0,SIMOTICS S-1FK2 1FK2104-6AF10-0MB0,TRUE,FALSE
Stators,part type,stator,,stators,FALSE,FALSE
1 fan motor,part type,motor,motor,,TRUE,FALSE
1 fan motor,usage,fan,,,FALSE,FALSE
1 fan motor,quantity,1,,,FALSE,FALSE
Makita MT-958 Armature By PowerSpeed,brand,powerspeed,powerspeed,Makita,TRUE,FALSE
Makita MT-958 Armature By PowerSpeed,part type,armature,,Armature,FALSE,TRUE
Makita MT-958 Armature By PowerSpeed,model name/number,MT-958,,MT-958,FALSE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-1MA0  2.7 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-1MA0  2.7 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-1MA0  2.7 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
