query,gt_success,gemma_success,gt_total_keys,gt_unique_values,gemma_total_keys,gemma_unique_values,matched_key_count,matched_value_count,gt_only_key_count,gemma_only_key_count,key_match_rate,value_match_rate,perfect_match_count,partial_match_count,matched_keys,gt_only_keys,gemma_only_keys,matched_values,key_match_details_json,value_match_details_json,priority_alignment_json
FL42BLSL02- Regular BLDC Motor,True,True,4,2,8,2,2,0,0,6,100.00%,0.00%,0,0,motor type; product type,,device type; model name; model; model number; model no; type,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""bldc motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Regular BLDC Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""dc motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Regular BLDC Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": true}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""bldc motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""product_type"", ""gemma_value"": ""Regular BLDC Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""dc motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 2, ""gemma_key"": ""product_type"", ""gemma_value"": ""Regular BLDC Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": true}]",[],"{""perfect_matches"": [], ""partial_matches"": []}"
FL42STH33-0956AF- Hybrid Stepper Motor,True,True,2,1,8,2,2,0,0,6,100.00%,0.00%,0,0,motor type; product type,,device type; model name; model; model number; model no; type,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""product_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}]",[],"{""perfect_matches"": [], ""partial_matches"": []}"
FL42STH38-1684AF Hybrid Stepper Motor,True,True,2,1,8,2,2,0,0,6,100.00%,0.00%,0,0,motor type; product type,,device type; model name; model; model number; model no; type,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""product_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}]",[],"{""perfect_matches"": [], ""partial_matches"": []}"
FL42STH47-1684AF-08- Hybrid Stepper Motor,True,True,2,1,8,2,2,0,0,6,100.00%,0.00%,0,0,motor type; product type,,device type; model name; model; model number; model no; type,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""product_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}]",[],"{""perfect_matches"": [], ""partial_matches"": []}"
FL42STH60-0854AF- Hybrid Stepper Motor,True,True,2,1,8,2,2,0,0,6,100.00%,0.00%,0,0,motor type; product type,,device type; model name; model; model number; model no; type,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""product_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}]",[],"{""perfect_matches"": [], ""partial_matches"": []}"
FL57BL01-24V-1500AD Brushless Motor,True,True,4,2,12,3,2,1,2,10,50.00%,50.00%,1,1,voltage; supply voltage,motor type; product type,current rating; rated current; model name; current; model; operating voltage; rated voltage; model number; model no; input current,24v,"[{""normalized_key"": ""voltage"", ""gt_key"": ""voltage"", ""gt_value"": ""24v"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""gemma_key"": ""voltage"", ""gemma_value"": ""24V"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": true}, {""normalized_key"": ""supply voltage"", ""gt_key"": ""supply_voltage"", ""gt_value"": ""24v"", ""gt_key_priority"": 2, ""gt_attr_priority"": 2, ""gemma_key"": ""supply_voltage"", ""gemma_value"": ""24V"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": true}]","[{""value"": ""24v"", ""gt_original"": ""24v"", ""gemma_original"": ""24V"", ""gt_keys"": [{""key"": ""voltage"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_voltage"", ""key_priority"": 2, ""attr_priority"": 2}], ""gemma_keys"": [{""key"": ""voltage"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""operating_voltage"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""supply_voltage"", ""key_priority"": 3, ""attr_priority"": 2}, {""key"": ""rated_voltage"", ""key_priority"": 4, ""attr_priority"": 2}], ""under_same_key"": true}]","{""perfect_matches"": [{""key"": ""voltage"", ""value"": ""24v"", ""priorities"": ""key_prio=1, attr_prio=2""}], ""partial_matches"": [{""key"": ""supply voltage"", ""value"": ""24v"", ""gt_priorities"": ""key_prio=2, attr_prio=2"", ""gemma_priorities"": ""key_prio=3, attr_prio=2""}]}"
FL57BLB60 Regular BLDC Motor,True,True,4,2,8,2,2,0,0,6,100.00%,0.00%,0,0,motor type; product type,,device type; model name; model; model number; model no; type,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""bldc motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Regular BLDC Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""dc motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Regular BLDC Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": true}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""bldc motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""product_type"", ""gemma_value"": ""Regular BLDC Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""dc motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 2, ""gemma_key"": ""product_type"", ""gemma_value"": ""Regular BLDC Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": true}]",[],"{""perfect_matches"": [], ""partial_matches"": []}"
FL57BLS01-24V-10000A- Regular BLDC Motor,True,True,6,3,16,4,4,1,0,12,100.00%,33.33%,0,2,voltage; supply voltage; motor type; product type,,current rating; device type; rated current; model name; current; model; operating voltage; rated voltage; model number; model no; type; input current,24v,"[{""normalized_key"": ""voltage"", ""gt_key"": ""voltage"", ""gt_value"": ""24v"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""gemma_key"": ""voltage"", ""gemma_value"": ""24V"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}, {""normalized_key"": ""supply voltage"", ""gt_key"": ""supply_voltage"", ""gt_value"": ""24v"", ""gt_key_priority"": 2, ""gt_attr_priority"": 3, ""gemma_key"": ""supply_voltage"", ""gemma_value"": ""24V"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""bldc motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Regular BLDC Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 4, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""dc motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Regular BLDC Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 4, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""bldc motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""product_type"", ""gemma_value"": ""Regular BLDC Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 4, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""dc motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 2, ""gemma_key"": ""product_type"", ""gemma_value"": ""Regular BLDC Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 4, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}]","[{""value"": ""24v"", ""gt_original"": ""24v"", ""gemma_original"": ""24V"", ""gt_keys"": [{""key"": ""voltage"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_voltage"", ""key_priority"": 2, ""attr_priority"": 3}], ""gemma_keys"": [{""key"": ""voltage"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""operating_voltage"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""supply_voltage"", ""key_priority"": 3, ""attr_priority"": 2}, {""key"": ""rated_voltage"", ""key_priority"": 4, ""attr_priority"": 2}], ""under_same_key"": true}]","{""perfect_matches"": [], ""partial_matches"": [{""key"": ""voltage"", ""value"": ""24v"", ""gt_priorities"": ""key_prio=1, attr_prio=3"", ""gemma_priorities"": ""key_prio=1, attr_prio=2""}, {""key"": ""supply voltage"", ""value"": ""24v"", ""gt_priorities"": ""key_prio=2, attr_prio=3"", ""gemma_priorities"": ""key_prio=3, attr_prio=2""}]}"
FL57STH51-2804AF- Hybrid Stepper Motor,True,True,2,1,8,2,2,0,0,6,100.00%,0.00%,0,0,motor type; product type,,device type; model name; model; model number; model no; type,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""product_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}]",[],"{""perfect_matches"": [], ""partial_matches"": []}"
FL57STH56-2504ACF-25 - Hybrid Stepper Motor,True,True,2,1,8,2,2,0,0,6,100.00%,0.00%,0,0,motor type; product type,,device type; model name; model; model number; model no; type,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""product_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}]",[],"{""perfect_matches"": [], ""partial_matches"": []}"
FL57STH56-2504ACF-25-ARK Hybrid Stepper Motor,True,True,2,1,8,2,2,0,0,6,100.00%,0.00%,0,0,motor type; product type,,device type; model name; model; model number; model no; type,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""product_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}]",[],"{""perfect_matches"": [], ""partial_matches"": []}"
FL57STH56-2804AF-01- Hybrid Stepper Motor,True,True,2,1,8,2,2,0,0,6,100.00%,0.00%,0,0,motor type; product type,,device type; model name; model; model number; model no; type,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""product_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}]",[],"{""perfect_matches"": [], ""partial_matches"": []}"
FL57STH76-2504ACF-ARK Hybrid Stepper Motor,True,True,2,1,8,2,2,0,0,6,100.00%,0.00%,0,0,motor type; product type,,device type; model name; model; model number; model no; type,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""product_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}]",[],"{""perfect_matches"": [], ""partial_matches"": []}"
FL60STH65-2008AF Hybrid Stepper Motor,True,True,2,1,8,2,2,0,0,6,100.00%,0.00%,0,0,motor type; product type,,device type; model name; model; model number; model no; type,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""product_type"", ""gemma_value"": ""Hybrid Stepper Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}]",[],"{""perfect_matches"": [], ""partial_matches"": []}"
