success,query,gemini_dataset_attr_count,gemini_dataset_isq_list,gemini_dataset_isq_pipe,gemini_dataset_raw_output,error
True,twin screw extruder for pvc pipe,3,"['[""twin screw:screw design:specification""', '""pvc:plastic processed:specification""', '""pipe extruder:type:specification""]']","[""twin screw:screw design:specification"" | ""pvc:plastic processed:specification"" | ""pipe extruder:type:specification""]","```python
[""twin screw:screw design:specification"", ""pvc:plastic processed:specification"", ""pipe extruder:type:specification""]
```",
True,5 kg aqua regia gold refinery machine,2,"['5 kg:capacity(kg):specification', 'aqua regia:process type:specification']",5 kg:capacity(kg):specification | aqua regia:process type:specification,"[""5 kg:capacity(kg):specification"", ""aqua regia:process type:specification""]",
True,100 Kg Silver Refining Plant,2,"['100 kg:capacity(kg):specification', 'silver refining plant:usage/application:specification']",100 kg:capacity(kg):specification | silver refining plant:usage/application:specification,"[""100 kg:capacity(kg):specification"", ""silver refining plant:usage/application:specification""]",
True,ldpe film blown film extrusion machine,2,"['ldpe:plastic processed:specification', 'blown film extrusion machine:machine type:specification']",ldpe:plastic processed:specification | blown film extrusion machine:machine type:specification,"[""ldpe:plastic processed:specification"", ""blown film extrusion machine:machine type:specification""]",
True,Used Twin Screw Machine,0,[],,"```python
[]
```",
True,EPS Extruder Line,0,[],,[],
True,extruder machine repair service,0,[],,[],
True,Pulp Refining System,0,[],,"```python
[]
```",
True,ss herbal extractor  capacity: 500 ltrs and above,3,"['[""ss:body material:specification""', '""herbal extraction:usage/application:specification""', '""500 l:capacity(litre):specification""]']","[""ss:body material:specification"" | ""herbal extraction:usage/application:specification"" | ""500 l:capacity(litre):specification""]","```python
[""ss:body material:specification"", ""herbal extraction:usage/application:specification"", ""500 l:capacity(litre):specification""]
```",
True,extruder machine mechanic,0,[],,[],
True,"SS Herbal Extractor, Capacity: 500 Ltrs And Above",3,"['[""ss:body material:specification""', '""herbal extraction:usage/application:specification""', '""500 l:capacity(litre):specification""]']","[""ss:body material:specification"" | ""herbal extraction:usage/application:specification"" | ""500 l:capacity(litre):specification""]","```python
[""ss:body material:specification"", ""herbal extraction:usage/application:specification"", ""500 l:capacity(litre):specification""]
```",
True,"Herbal Extraction Plant, Capacity: 10 TPD",2,"['[""herbal extraction:usage/application:specification""', '""10 tpd:capacity:specification""]']","[""herbal extraction:usage/application:specification"" | ""10 tpd:capacity:specification""]","```python
[""herbal extraction:usage/application:specification"", ""10 tpd:capacity:specification""]
```",
True,Copper Extraction Plants,0,[],,[],
True,tannin extraction plant,0,[],,[],
True,alluminium extrusion pentagon,0,[],,"```python
[]
```",
True,Floral Extraction Plants,0,[],,[],
True,pvc pp pe pc abs small profile extrusion line,6,"['[""pvc:plastic processed:specification""', '""pp:plastic processed:specification""', '""hdpe:plastic processed:specification""', '""ldpe:plastic processed:specification""', '""abs:material:specification""', '""profile extruder:type:specification""]']","[""pvc:plastic processed:specification"" | ""pp:plastic processed:specification"" | ""hdpe:plastic processed:specification"" | ""ldpe:plastic processed:specification"" | ""abs:material:specification"" | ""profile extruder:type:specification""]","```python
[""pvc:plastic processed:specification"", ""pp:plastic processed:specification"", ""hdpe:plastic processed:specification"", ""ldpe:plastic processed:specification"", ""abs:material:specification"", ""profile extruder:type:specification""]
```",
True,gold-processing-plant,0,[],,[],
True,co rotating twin screw extruder,2,"['co rotating:screw design:specification', 'twin screw:type of extruder:specification']",co rotating:screw design:specification | twin screw:type of extruder:specification,"[""co rotating:screw design:specification"", ""twin screw:type of extruder:specification""]",
True,aero silver recovery unit,0,[],,"```python
[]
```",
True,Plastic Blown Film Extrusion Machine,2,"['[""plastic:material to be extruded:specification""', '""blown film extrusion machine:machine type:specification""]']","[""plastic:material to be extruded:specification"" | ""blown film extrusion machine:machine type:specification""]","```python
[""plastic:material to be extruded:specification"", ""blown film extrusion machine:machine type:specification""]
```",
True,Industrial Deodorizing Plant Toaster,0,[],,"```python
[]
```",
True,shock tube extrusion powder fender machine,0,[],,[],
True,shock tube extrusion powder fender machine near faridabad,0,[],,[],
True,Gold & Silver Refining Machine,0,[],,"```python
[]
```",
True,herb extractor,0,[],,"```python
[]
```",
True,herb extraction,1,['herb extraction:usage/application:specification'],herb extraction:usage/application:specification,"[""herb extraction:usage/application:specification""]",
True,Commercial Industrial coffee decoction extracting machine,0,[],,"```python
[]
```",
True,5kg Aqua Gold Refining Machine,2,"['5 kg:capacity(kg):specification', 'gold:metal:specification']",5 kg:capacity(kg):specification | gold:metal:specification,"[""5 kg:capacity(kg):specification"", ""gold:metal:specification""]",
True,"Twin Screw Extruder, Size: 25 Mm to 250 Mm",3,"['[""twin screw:screw design:specification""', '""25 mm:screw diameter:specification""', '""250 mm:screw diameter:specification""]']","[""twin screw:screw design:specification"" | ""25 mm:screw diameter:specification"" | ""250 mm:screw diameter:specification""]","```python
[""twin screw:screw design:specification"", ""25 mm:screw diameter:specification"", ""250 mm:screw diameter:specification""]
```",
True,Wdg Basket Extruder,0,[],,"```python
[]
```",
True,Twin Screw Extruder Size: 25 Mm to 250 Mm,2,"['[""25 Mm:screw diameter:specification""', '""250 mm:screw diameter:specification""]']","[""25 Mm:screw diameter:specification"" | ""250 mm:screw diameter:specification""]","```python
[""25 Mm:screw diameter:specification"", ""250 mm:screw diameter:specification""]
```",
True,Ldpe Plastic Blown Film Extrusion Machine,3,"['[""plastic:material to be extruded:specification""', '""ldpe:plastic processed:specification""', '""blown film extrusion machine:machine type:specification""]']","[""plastic:material to be extruded:specification"" | ""ldpe:plastic processed:specification"" | ""blown film extrusion machine:machine type:specification""]","```python
[""plastic:material to be extruded:specification"", ""ldpe:plastic processed:specification"", ""blown film extrusion machine:machine type:specification""]
```",
True,35mm (10HP)  Blown Film Extrusion Machine,2,"['[""35 mm:screw diameter:specification""', '""10 hp:motor power:specification""]']","[""35 mm:screw diameter:specification"" | ""10 hp:motor power:specification""]","```python
[""35 mm:screw diameter:specification"", ""10 hp:motor power:specification""]
```",
True,Soybean Extraction Plant,0,[],,[],
True,Dried Bean - Black Beans  Natural color Extraction plant,0,[],,"```python
[]
```",
True,SILVER OKA PLANT,0,[],,"```python
[]
```",
True,Silver oka plants,0,[],,"```python
[]
```",
True,jockey extruder machine,0,[],,[],
True,MRP-Metal Recovering Plant,0,[],,"```python
[]
```",
True,Soybean Solvent Extraction Plant,0,[],,"```python
[]
```",
True,100 silver refining plant,2,"['100:heating range:specification', 'silver refining plant:usage/application:specification']",100:heating range:specification | silver refining plant:usage/application:specification,"[""100:heating range:specification"", ""silver refining plant:usage/application:specification""]",
True,Metal Recovery Unit,0,[],,[],
True,1kg gold refining machine,1,['1 kg:capacity(kg):specification'],1 kg:capacity(kg):specification,"[""1 kg:capacity(kg):specification""]",
True,garden extruder machine,0,[],,"```python
[]
```",
True,extuder machine,0,[],,[],
True,Extrusion Monolayer Blown Film Machine,0,[],,"```python
[]
```",
True,Coleus Forskohlii Root Extraction Plant,0,[],,"```python
[]
```",
True,manual 100 kg/hr no Twin Screw Extruder,0,[],,"```python
[]
```",
True,Micro Extruder,0,[],,[],
True,Coaxial Cable MOP with HMI,0,[],,"```python
[]
```",
True,Multilayer Extruder,2,"['multilayer:layer:specification', 'extruder:extruder type:specification']",multilayer:layer:specification | extruder:extruder type:specification,"[""multilayer:layer:specification"", ""extruder:extruder type:specification""]",
True,V3-Extruder,0,[],,"```python
[]
```",
True,mini automatic gold refining machine,2,"['automatic:automation grade:specification', 'gold:metal:specification']",automatic:automation grade:specification | gold:metal:specification,"[""automatic:automation grade:specification"", ""gold:metal:specification""]",
True,Automatic Gold Refining Machine 5kg Capacity Efficient  and High-Precision Refining,3,"['[""automatic:automation grade:specification""', '""5 kg:capacity(kg):specification""', '""gold refining:usage/application:specification""]']","[""automatic:automation grade:specification"" | ""5 kg:capacity(kg):specification"" | ""gold refining:usage/application:specification""]","```python
[""automatic:automation grade:specification"", ""5 kg:capacity(kg):specification"", ""gold refining:usage/application:specification""]
```",
True,liquid-extraction-systems,0,[],,[],
True,plastik fim blown extuder hdpe ldpe used,3,"['[""plastic:material to be extruded:specification""', '""hdpe:plastic processed:specification""', '""ldpe:plastic processed:specification""]']","[""plastic:material to be extruded:specification"" | ""hdpe:plastic processed:specification"" | ""ldpe:plastic processed:specification""]","```python
[""plastic:material to be extruded:specification"", ""hdpe:plastic processed:specification"", ""ldpe:plastic processed:specification""]
```",
