success,query,gemini_attr_count,gemini_isq_list,gemini_isq_pipe,gemini_raw_output
True,automatic silver refining plant near pune 50kgs,4,"['[""silver:material:specification""', '""refining:type:specification""', '""automatic:feature:specification""', '""50kgs:capacity:specification""]']","[""silver:material:specification"" | ""refining:type:specification"" | ""automatic:feature:specification"" | ""50kgs:capacity:specification""]","```
[""silver:material:specification"", ""refining:type:specification"", ""automatic:feature:specification"", ""50kgs:capacity:specification""]
```"
True,Hand-Operated Hydro Extractor,2,"['hand-operated:operation:specification', 'hydro extractor:product:specification']",hand-operated:operation:specification | hydro extractor:product:specification,"[""hand-operated:operation:specification"", ""hydro extractor:product:specification""]"
True,Centrifugal Hydro Extractors,2,"['centrifugal:type:specification', 'hydro extractors:product:specification']",centrifugal:type:specification | hydro extractors:product:specification,"[""centrifugal:type:specification"", ""hydro extractors:product:specification""]"
True,no Solid Phase Extraction System,1,['solid phase extraction:type:specification'],solid phase extraction:type:specification,"[""solid phase extraction:type:specification""]"
True,BITUMEN EXTRACTOR (HAND OPERATED),3,"['bitumen:material:specification', 'extractor:product:specification', 'hand operated:operation:specification']",bitumen:material:specification | extractor:product:specification | hand operated:operation:specification,"[""bitumen:material:specification"", ""extractor:product:specification"", ""hand operated:operation:specification""]"
True,100 tpd solvent extraction plant,2,"['100 tpd:capacity:specification', 'solvent extraction:usage:specification']",100 tpd:capacity:specification | solvent extraction:usage:specification,"[""100 tpd:capacity:specification"", ""solvent extraction:usage:specification""]"
True,yes Solid Phase Extraction System,1,['solid phase extraction:type:specification'],solid phase extraction:type:specification,"[""solid phase extraction:type:specification""]"
True,epe machine,2,"['epe:material:specification', 'machine:type:specification']",epe:material:specification | machine:type:specification,"[""epe:material:specification"", ""machine:type:specification""]"
True,Gold Filter,2,"['gold:material:specification', 'filter:type:specification']",gold:material:specification | filter:type:specification,"[""gold:material:specification"", ""filter:type:specification""]"
True,Gold  Refinery Machine Semi Automatic,3,"['gold:usage:specification', 'refinery:type:specification', 'semi automatic:feature:specification']",gold:usage:specification | refinery:type:specification | semi automatic:feature:specification,"[""gold:usage:specification"", ""refinery:type:specification"", ""semi automatic:feature:specification""]"
True,tabacco solvent extraction plant,2,"['tabacco:usage:specification', 'solvent extraction:usage:specification']",tabacco:usage:specification | solvent extraction:usage:specification,"[""tabacco:usage:specification"", ""solvent extraction:usage:specification""]"
True,Silver Recovery Machine,2,"['silver:material:specification', 'recovery:type:specification']",silver:material:specification | recovery:type:specification,"[""silver:material:specification"", ""recovery:type:specification""]"
True,Extruder Expander System,2,"['extruder:type:specification', 'expander:type:specification']",extruder:type:specification | expander:type:specification,"[""extruder:type:specification"", ""expander:type:specification""]"
True,extraction-machinery,2,"['extraction:type:specification', 'machinery:type:specification']",extraction:type:specification | machinery:type:specification,"[""extraction:type:specification"", ""machinery:type:specification""]"
True,Bitumen Centrifuge Extractor SF00000629,2,"['bitumen:material:specification', 'centrifuge extractor:type:specification']",bitumen:material:specification | centrifuge extractor:type:specification,"[""bitumen:material:specification"", ""centrifuge extractor:type:specification""]"
True,Curcumin Extraction Plant,2,"['curcumin:usage:specification', 'extraction:type:specification']",curcumin:usage:specification | extraction:type:specification,"[""curcumin:usage:specification"", ""extraction:type:specification""]"
True,Extruter Head 6 Inch,2,"['6 inch:size:specification', 'extruter head:type:specification']",6 inch:size:specification | extruter head:type:specification,"[""6 inch:size:specification"", ""extruter head:type:specification""]"
True,hours output extruder,2,"['hours:unit:specification', 'extruder:type:specification']",hours:unit:specification | extruder:type:specification,"[""hours:unit:specification"", ""extruder:type:specification""]"
True,PCB Recycling & Metal Recovery Plant,4,"['pcb:product:specification', 'recycling:process:specification', 'metal:material:specification', 'recovery:process:specification']",pcb:product:specification | recycling:process:specification | metal:material:specification | recovery:process:specification,"[""pcb:product:specification"", ""recycling:process:specification"", ""metal:material:specification"", ""recovery:process:specification""]"
True,gold percentage machine,2,"['gold:material:specification', 'percentage:measurement:specification']",gold:material:specification | percentage:measurement:specification,"[""gold:material:specification"", ""percentage:measurement:specification""]"
True,Shoots - Golden Rod Brown Color Extraction Plant,2,"['[""golden rod brown:color:specification""', '""extraction:type:specification""]']","[""golden rod brown:color:specification"" | ""extraction:type:specification""]","```
[""golden rod brown:color:specification"", ""extraction:type:specification""]
```"
True,Wdg Basket Extruder Granule Machine,3,"['basket:type:specification', 'extruder:type:specification', 'granule:form:specification']",basket:type:specification | extruder:type:specification | granule:form:specification,"[""basket:type:specification"", ""extruder:type:specification"", ""granule:form:specification""]"
True,Supercritical Anti Solvent(SAS) Systems,2,"['supercritical anti solvent:type:specification', 'systems:product:specification']",supercritical anti solvent:type:specification | systems:product:specification,"[""supercritical anti solvent:type:specification"", ""systems:product:specification""]"
True,plastic wire extruder,3,"['plastic:material:specification', 'wire:product:specification', 'extruder:type:specification']",plastic:material:specification | wire:product:specification | extruder:type:specification,"[""plastic:material:specification"", ""wire:product:specification"", ""extruder:type:specification""]"
True,100 kg/hr ceramic extruder machine,3,"['100 kg/hr:capacity:specification', 'ceramic:material:specification', 'extruder:type:specification']",100 kg/hr:capacity:specification | ceramic:material:specification | extruder:type:specification,"[""100 kg/hr:capacity:specification"", ""ceramic:material:specification"", ""extruder:type:specification""]"
True,2 kg hours output extruder,2,"['2 kg hours:capacity:specification', 'extruder:type:specification']",2 kg hours:capacity:specification | extruder:type:specification,"[""2 kg hours:capacity:specification"", ""extruder:type:specification""]"
True,tube extrusion machine 50 kg/hr hours output extruder,4,"['[""tube:product:specification""', '""extrusion:machine type:specification""', '""50 kg/hr:capacity:specification""', '""extruder:type:specification""]']","[""tube:product:specification"" | ""extrusion:machine type:specification"" | ""50 kg/hr:capacity:specification"" | ""extruder:type:specification""]","```
[""tube:product:specification"", ""extrusion:machine type:specification"", ""50 kg/hr:capacity:specification"", ""extruder:type:specification""]
```"
True,20 business use yes Silver Refining Plant,2,"['silver:material:specification', 'refining:type:specification']",silver:material:specification | refining:type:specification,"[""silver:material:specification"", ""refining:type:specification""]"
