pc_item_name,glcat_mcat_id,glcat_mcat_name
Special Purpose Electric Motor,52930,Three Phase Electric Motor
Special Purpose Electric Motor,52930,Three Phase Electric Motor
FHP Motor,446,FHP Motor
FHP Motor,446,FHP Motor
FHP Motor,446,FHP Motor
Three Phase Motor,2415,Three Phase Motor
Three Phase Motor,2415,Three Phase Motor
Geared Dc Motor,25556,DC Geared Motor
Geared Dc Motor,25556,DC Geared Motor
Geared Dc Motor,25556,DC Geared Motor
0.5HP Induction Motor,10971,Induction Motors
0.5HP Induction Motor,10971,Induction Motors
T-200 32mm Rotation B Copper Cooler Motor,52897,Cooler Motor
T-200 32mm Rotation B Copper Cooler Motor,52897,Cooler Motor
Motor Centrifugal Switch,13633,Centrifugal Switch
Single Phase Gear Motor,52930,Three Phase Electric Motor
Mixer Grinder Motor,84526,Mixer Grinder Motor
Mixer Grinder Motor,84526,Mixer Grinder Motor
Mixer Grinder Motor,84526,Mixer Grinder Motor
Mixer Grinder Motor,84526,Mixer Grinder Motor
Single Phase Gear Motor,52930,Three Phase Electric Motor
Mixer Grinder Motor,84526,Mixer Grinder Motor
Mixer Grinder Motor,84526,Mixer Grinder Motor
Mixer Grinder Motor,84526,Mixer Grinder Motor
Mixer Grinder Motor,84526,Mixer Grinder Motor
high speed ac servo electric linear actuator,32181,Linear Actuator
Helical Gear Unit,29373,Gear Motor
Carbon Brush Leg Holder,55772,Carbon Brush Holder
Carbon Holder For Motor,55772,Carbon Brush Holder
Carbon Brush Holder,55772,Carbon Brush Holder
high speed ac servo electric linear actuator,32181,Linear Actuator
high speed ac servo electric linear actuator,32181,Linear Actuator
high speed ac servo electric linear actuator,32181,Linear Actuator
Helical Gear Unit,29373,Gear Motor
Helical Gear Unit,29373,Gear Motor
Helical Gear Unit,29373,Gear Motor
Helical Gear Unit,29373,Gear Motor
Brake Actuators/ Gattu,23776,Brake Actuators
high speed ac servo electric linear actuator,32181,Linear Actuator
Helical Gear Unit,29373,Gear Motor
Helical Gear Unit,29373,Gear Motor
Carbon Brush Leg Holder,55772,Carbon Brush Holder
Carbon Brush Leg Holder,55772,Carbon Brush Holder
Carbon Brush Leg Holder,55772,Carbon Brush Holder
Carbon Brush Leg Holder,55772,Carbon Brush Holder
Carbon Brush Holder,55772,Carbon Brush Holder
Carbon Brush Holder,55772,Carbon Brush Holder
Carbon Brush Holder,55772,Carbon Brush Holder
Helical Gear Unit,29373,Gear Motor
Carbon Holder For Motor,55772,Carbon Brush Holder
Carbon Holder For Motor,55772,Carbon Brush Holder
Carbon Holder For Motor,55772,Carbon Brush Holder
2 HP Three Phase Induction Motor,131725,Three Phase Induction Motor
Siemens IE3 Standard Motor,184089,Siemens Electric Motor
Siemens IE3 Standard Motor,184089,Siemens Electric Motor
Siemens IE3 Standard Motor,184089,Siemens Electric Motor
Siemens IE3 Standard Motor,184089,Siemens Electric Motor
Electric Motors,1274,Electric Motor
Electric Motors,1274,Electric Motor
Multi Speed Flameproof Motors,203386,Hindustan AC Motor
Multi Speed Flameproof Motors,203386,Hindustan AC Motor
Multi Speed Flameproof Motors,203386,Hindustan AC Motor
Multi Speed Flameproof Motors,203386,Hindustan AC Motor
DC Electric Motor,445,DC Motor
Demolition Hammer Armature,25,Armature
KNX Universal Actuator 8 Fold 10 Amp ( KAA -8R-10 ),27216,Electric Actuator
KNX Universal Actuator 8 Fold 10 Amp ( KAA -8R-10 ),27216,Electric Actuator
KNX Universal Actuator 8 Fold 10 Amp ( KAA -8R-10 ),27216,Electric Actuator
Carbon Holder,55772,Carbon Brush Holder
Carbon Brush Holder,55772,Carbon Brush Holder
Carbon Brush Holder,55772,Carbon Brush Holder
KNX Universal Actuator 8 Fold 10 Amp ( KAA -8R-10 ),27216,Electric Actuator
KNX Universal Actuator 8 Fold 10 Amp ( KAA -8R-10 ),27216,Electric Actuator
KNX Universal Actuator 8 Fold 10 Amp ( KAA -8R-10 ),27216,Electric Actuator
Brass Carbon Brush Holder,55772,Carbon Brush Holder
Carbon Holder,55772,Carbon Brush Holder
KNX Universal Actuator 8 Fold 10 Amp ( KAA -8R-10 ),27216,Electric Actuator
KNX Universal Actuator 8 Fold 10 Amp ( KAA -8R-10 ),27216,Electric Actuator
KNX Universal Actuator 8 Fold 10 Amp ( KAA -8R-10 ),27216,Electric Actuator
KNX Universal Actuator 8 Fold 10 Amp ( KAA -8R-10 ),27216,Electric Actuator
KNX Universal Actuator 8 Fold 10 Amp ( KAA -8R-10 ),27216,Electric Actuator
KNX Universal Actuator 8 Fold 10 Amp ( KAA -8R-10 ),27216,Electric Actuator
Carbon Brush Holder,55772,Carbon Brush Holder
Carbon Brush Holder,55772,Carbon Brush Holder
Brass Carbon Brush Holder,55772,Carbon Brush Holder
Brass Carbon Brush Holder,55772,Carbon Brush Holder
Carbon Holder,55772,Carbon Brush Holder
Carbon Holder,55772,Carbon Brush Holder
Band Sealing Machine Motor,445,DC Motor
PPM 4 E PMDC Motor,52920,PMDC Motor
PPM 4 E PMDC Motor,52920,PMDC Motor
Band Sealing Machine Motor,445,DC Motor
Band Sealing Machine Motor,445,DC Motor
PPM 4 E PMDC Motor,52920,PMDC Motor
PPM 4 E PMDC Motor,52920,PMDC Motor
Three Phase Induction Motor,131725,Three Phase Induction Motor
Three Phase Induction Motor,131725,Three Phase Induction Motor
Three Phase Induction Motor,131725,Three Phase Induction Motor
Three Phase Induction Motor,131725,Three Phase Induction Motor
Three Phase Induction Motor,131725,Three Phase Induction Motor
Three Phase Induction Motor,131725,Three Phase Induction Motor
Three Phase Induction Motor,131725,Three Phase Induction Motor
Three Phase Induction Motor,131725,Three Phase Induction Motor
Three Phase Induction Motor,131725,Three Phase Induction Motor
Three Phase Induction Motor,131725,Three Phase Induction Motor
Three Phase Induction Motor,131725,Three Phase Induction Motor
Three Phase Induction Motor,131725,Three Phase Induction Motor
Single Phase 2hp Electric Motor,52927,Single Phase Electric Motor
Dc Motors,445,DC Motor
Crompton IE2 High Efficiency Motors,184340,Energy Efficient Motor
Non Sparking Water Motor,216767,Non Sparking Motor
Non Sparking Water Motor,216767,Non Sparking Motor
Band Sealing Machine Motor,445,DC Motor
Non Sparking Water Motor,216767,Non Sparking Motor
Single Phase 2hp Electric Motor,52927,Single Phase Electric Motor
Motors,52930,Three Phase Electric Motor
Die Cast Rotor,120951,Die Cast Rotors
Induction Motor,10971,Induction Motors
0.75 kW Crompton Greaves GD80 Electric Motor,52930,Three Phase Electric Motor
0.5 HP Air Vane Motor,84523,Air Vane Motor
Siemens Simatic S-V90 Servo Motor,184102,Siemens Servo Motors
Bharat Bijlee MA13M6N3 Series 950 RPM Low Voltage Standard Motor,194035,Bharat Bijlee Industrial Motors
Bharat Bijlee MA13M6N3 Series 950 RPM Low Voltage Standard Motor,194035,Bharat Bijlee Industrial Motors
Bharat Bijlee MA13M6N3 Series 950 RPM Low Voltage Standard Motor,194035,Bharat Bijlee Industrial Motors
Bharat Bijlee MA13M6N3 Series 950 RPM Low Voltage Standard Motor,194035,Bharat Bijlee Industrial Motors
Bharat Bijlee MA13M6N3 Series 950 RPM Low Voltage Standard Motor,194035,Bharat Bijlee Industrial Motors
"Slipring Capsule- 6 Wire , 12 Wire , 18 Wire",37228,Slip Ring Motor
"Slipring Capsule- 6 Wire , 12 Wire , 18 Wire",37228,Slip Ring Motor
Hindustan 0.37 Kw 2 Pole B5 Mounting Motor,203386,Hindustan AC Motor
Jai 3 Phase Vibrator Motor,2743,Vibration Motor
Jai 3 Phase Vibrator Motor,2743,Vibration Motor
CG 3 PHASE INDUSTERIAL FLAME PROOD MOTORS,21079,Flame Proof Motors
CG 3 PHASE INDUSTERIAL FLAME PROOD MOTORS,21079,Flame Proof Motors
,1274,Electric Motor
,1274,Electric Motor
,177266,Foot Mounted Motor
Carbon Brush Holders,55772,Carbon Brush Holder
Single Phase submersible pump starter - with Automatic water level controller,146491,Pump Starter
,136623,Bell Housing
,1274,Electric Motor
,1274,Electric Motor
Soft Starter,12256,Soft Starters
,21549,AC Geared Motor
Induction Motors,10971,Induction Motors
Single Phase submersible pump starter - with Automatic water level controller,146491,Pump Starter
Single Phase submersible pump starter - with Automatic water level controller,146491,Pump Starter
Single Phase submersible pump starter - with Automatic water level controller,146491,Pump Starter
,181114,ABB Electric Motor
3 HP Single Phase AC Induction Motor,9483,Single Phase Induction Motor
3 HP Single Phase AC Induction Motor,9483,Single Phase Induction Motor
3 HP Single Phase AC Induction Motor,9483,Single Phase Induction Motor
,136623,Bell Housing
High Torque Encoder Dc Servo Motor 900rpm W/ Uart/i2c/ppm Drive,13275,DC Servo Motor
High Torque Encoder Dc Servo Motor 900rpm W/ Uart/i2c/ppm Drive,13275,DC Servo Motor
,33567,Motor Starter
KV4000 RC Helicopter Outrunner Brushless Motor,23616,Brushless Motors
KV4000 RC Helicopter Outrunner Brushless Motor,23616,Brushless Motors
,55772,Carbon Brush Holder
3 HP Single Phase AC Induction Motor,9483,Single Phase Induction Motor
Crompton Flameproof 7.5hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 7.5hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 7.5hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 7.5hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 7.5hp Motor 6 Pole,203369,Crompton Induction Motors
CG Electric Motor 10HP 2900rpm,52930,Three Phase Electric Motor
CG Electric Motor 10HP 2900rpm,52930,Three Phase Electric Motor
CG Electric Motor 10HP 2900rpm,52930,Three Phase Electric Motor
CG Electric Motor 10HP 2900rpm,52930,Three Phase Electric Motor
Aira Pneumatic Rotary Actuator Wafer Type Damper Valve,183587,Pneumatic Rotary Actuators
,445,DC Motor
,445,DC Motor
,445,DC Motor
,445,DC Motor
,445,DC Motor
,445,DC Motor
,445,DC Motor
,177266,Foot Mounted Motor
Industrial Gear Motor,43308,Helical Geared Motor
200W Servo Motor,448,Servo Motor
,77612,Rolling Shutter Motor
Motor Starter,33567,Motor Starter
Motor Starter,33567,Motor Starter
Single Phase submersible pump starter - with Automatic water level controller,146491,Pump Starter
,1274,Electric Motor
Vacuum Cleaner Motor,40749,Vacuum Cleaner Motors
3 HP Induction Motor,10971,Induction Motors
,1274,Electric Motor
,1274,Electric Motor
,1274,Electric Motor
Integrated Servo Motors,14970,AC Servo Motor
Integrated Servo Motors,14970,AC Servo Motor
Pneumatic Positioner,20641,Pneumatic Positioner
,32181,Linear Actuator
Motor Starter,33567,Motor Starter
Motor Starter,33567,Motor Starter
,1274,Electric Motor
48V 1000W Brushless DC Motor,15240,Brushless DC Motor
48V 1000W Brushless DC Motor,15240,Brushless DC Motor
,33567,Motor Starter
DOL Starter,226794,3 Phase Motor Starter
D. c. Motor,445,DC Motor
D. c. Motor,445,DC Motor
D. c. Motor,445,DC Motor
D. c. Motor,445,DC Motor
D. c. Motor,445,DC Motor
D. c. Motor,445,DC Motor
D. c. Motor,445,DC Motor
D. c. Motor,445,DC Motor
D. c. Motor,445,DC Motor
Carbon Brush Holders,55772,Carbon Brush Holder
,10971,Induction Motors
,10971,Induction Motors
Induction Motors,10971,Induction Motors
Induction Motors,10971,Induction Motors
Induction Motors,10971,Induction Motors
Induction Motors,10971,Induction Motors
Induction Motors,10971,Induction Motors
Induction Motors,10971,Induction Motors
,29337,Gate Motor
,33567,Motor Starter
,33567,Motor Starter
EFF1 Foot Mounted (B3) Eight Pole Motors,1274,Electric Motor
Electric Soft Starter,12256,Soft Starters
,32181,Linear Actuator
Thomson Electrak LA14 Linear Actuators,32181,Linear Actuator
Oswal Single Phase Induction Motor,9483,Single Phase Induction Motor
2 HP Three Phase Induction Motor,131725,Three Phase Induction Motor
2 HP Three Phase Induction Motor,131725,Three Phase Induction Motor
2 HP Three Phase Induction Motor,131725,Three Phase Induction Motor
2 HP Three Phase Induction Motor,131725,Three Phase Induction Motor
2 HP Three Phase Induction Motor,131725,Three Phase Induction Motor
2 HP Three Phase Induction Motor,131725,Three Phase Induction Motor
2 HP Three Phase Induction Motor,131725,Three Phase Induction Motor
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
Ingersoll Rand Air Motor 0.75hp,21680,Air Motors
"MY6812 24VDC 150W, 2750 RPM Electric Motor (Chain)",445,DC Motor
Three Phase Induction Motor,131725,Three Phase Induction Motor
Industrial  DC Motor,445,DC Motor
Geared Dc Motor,25556,DC Geared Motor
Single Phase Electric Motor,52927,Single Phase Electric Motor
Three Phase Induction Motor,131725,Three Phase Induction Motor
Induction Electric Motor,10971,Induction Motors
Induction Electric Motor,10971,Induction Motors
Single Phase Gear Motor,52930,Three Phase Electric Motor
Single Phase Gear Motor,52930,Three Phase Electric Motor
Three Phase Induction Motor,131725,Three Phase Induction Motor
Crompton Greaves Electric Motor,126348,Crompton Greaves Motor
AC Induction Motor for Mechanical Industry,21550,AC Induction Motor
AC Induction Motor for Mechanical Industry,21550,AC Induction Motor
AC Induction Motor for Mechanical Industry,21550,AC Induction Motor
Inline Helical Geared Motors,43308,Helical Geared Motor
,177266,Foot Mounted Motor
,23616,Brushless Motors
,23616,Brushless Motors
,181114,ABB Electric Motor
,181114,ABB Electric Motor
,181114,ABB Electric Motor
,181114,ABB Electric Motor
ABB IE3 37 kW Three Phase Cast Iron Induction Motor,193239,ABB Induction Motor
ABB IE3 37 kW Three Phase Cast Iron Induction Motor,193239,ABB Induction Motor
ABB IE3 37 kW Three Phase Cast Iron Induction Motor,193239,ABB Induction Motor
ABB IE3 37 kW Three Phase Cast Iron Induction Motor,193239,ABB Induction Motor
ABB IE3 37 kW Three Phase Cast Iron Induction Motor,193239,ABB Induction Motor
,28080,Exhaust Fan Motor
,28080,Exhaust Fan Motor
AC Motor,444,AC Motor
,52920,PMDC Motor
,448,Servo Motor
,189725,Havells Electric Motor
,6408,Flange Motors
,6408,Flange Motors
,6408,Flange Motors
,6408,Flange Motors
MSMD011P1 Panasonic AC Servo Motors MSMD A4 Series,187161,Panasonic AC Servo Motor
MSMD011P1 Panasonic AC Servo Motors MSMD A4 Series,187161,Panasonic AC Servo Motor
MSMD011P1 Panasonic AC Servo Motors MSMD A4 Series,187161,Panasonic AC Servo Motor
MSMD011P1 Panasonic AC Servo Motors MSMD A4 Series,187161,Panasonic AC Servo Motor
MSMD011P1 Panasonic AC Servo Motors MSMD A4 Series,187161,Panasonic AC Servo Motor
MSMD011P1 Panasonic AC Servo Motors MSMD A4 Series,187161,Panasonic AC Servo Motor
MSMD011P1 Panasonic AC Servo Motors MSMD A4 Series,187161,Panasonic AC Servo Motor
,1274,Electric Motor
,1274,Electric Motor
,1274,Electric Motor
Electric Power Motor,52930,Three Phase Electric Motor
,1274,Electric Motor
Foot mounted bearing for motor,1274,Electric Motor
Foot mounted bearing for motor,1274,Electric Motor
,6408,Flange Motors
,6408,Flange Motors
,6408,Flange Motors
,6408,Flange Motors
Carbon Brush Holders,55772,Carbon Brush Holder
Carbon Brush Holders,55772,Carbon Brush Holder
Carbon Brush Holders,55772,Carbon Brush Holder
AC Motor Soft Starter,12256,Soft Starters
CG Explosion Proof Motor 5HP 2900rpm,28119,Explosion Proof Motors
CG Explosion Proof Motor 2HP 2900rpm,28119,Explosion Proof Motors
CG Explosion Proof Motor 2HP 2900rpm,28119,Explosion Proof Motors
CG Explosion Proof Motor 2HP 2900rpm,28119,Explosion Proof Motors
,446,FHP Motor
,29337,Gate Motor
AM Hybrid Actuator,32181,Linear Actuator
AM Hybrid Actuator,32181,Linear Actuator
IE3 Motors,38675,Squirrel Cage Motors
IE3 Motors,38675,Squirrel Cage Motors
IE3 Motors,38675,Squirrel Cage Motors
IE3 Motors,38675,Squirrel Cage Motors
IE3 Motors,38675,Squirrel Cage Motors
,73120,Pneumatic Valve Actuators
,73120,Pneumatic Valve Actuators
Crompton Greaves Electric Motor,126348,Crompton Greaves Motor
,903,Carbon Brush
Oil Immersed Starter,142116,Oil Starter
"Slipring Capsule- 6 Wire , 12 Wire , 18 Wire",37228,Slip Ring Motor
Cell Phone Motor Starter,161896,Mobile Starter
Soft Starter,12256,Soft Starters
Danfoss TWA Standard Actuators ( 088H3113),208001,Danfoss Actuators
Danfoss TWA Standard Actuators ( 088H3113),208001,Danfoss Actuators
Cooler Motor,52897,Cooler Motor
Jai 3 Phase Vibrator Motor,2743,Vibration Motor
Jai 3 Phase Vibrator Motor,2743,Vibration Motor
Jai 3 Phase Vibrator Motor,2743,Vibration Motor
BLDC Motor,15240,Brushless DC Motor
Maxon Coreless DC Motor,105029,Coreless Motor
R-Axis Servo Motor,448,Servo Motor
Panasonic AC Servo Motor,187161,Panasonic AC Servo Motor
Panasonic AC Servo Motor,187161,Panasonic AC Servo Motor
,73120,Pneumatic Valve Actuators
,73120,Pneumatic Valve Actuators
,73120,Pneumatic Valve Actuators
Ralliwolf Purpose Full Load Motor UM 4B,1274,Electric Motor
Ralliwolf Purpose Full Load Motor UM 4B,1274,Electric Motor
,25,Armature
Cell Phone Motor Starter,161896,Mobile Starter
,52927,Single Phase Electric Motor
,52927,Single Phase Electric Motor
,52927,Single Phase Electric Motor
,52927,Single Phase Electric Motor
,177266,Foot Mounted Motor
,177266,Foot Mounted Motor
,150022,Motor Parts
,150022,Motor Parts
,150022,Motor Parts
25 Watts AC Motor,444,AC Motor
Moog Model 875 150 VDC Rotary Brushless Actuator,208016,Moog Actuators
,37228,Slip Ring Motor
Moog SRA-73811 High Definition (HD) Dual Channel Video Slip Ring Capsule,37229,Slip Rings
Moog SRA-73811 High Definition (HD) Dual Channel Video Slip Ring Capsule,37229,Slip Rings
,52897,Cooler Motor
Automatic Shutter Opener,77612,Rolling Shutter Motor
Bharat Bijlee MP13M613 150 Starts Per Hour Slip Ring Crane Duty Induction Motor,37228,Slip Ring Motor
Bharat Bijlee MP13M613 150 Starts Per Hour Slip Ring Crane Duty Induction Motor,37228,Slip Ring Motor
Bharat Bijlee MP13M613 150 Starts Per Hour Slip Ring Crane Duty Induction Motor,37228,Slip Ring Motor
Bharat Bijlee MP13M613 150 Starts Per Hour Slip Ring Crane Duty Induction Motor,37228,Slip Ring Motor
,14970,AC Servo Motor
,140407,Motor Automatic Switch
Bharat Bijlee MA13M6N3 Series 950 RPM Low Voltage Standard Motor,194035,Bharat Bijlee Industrial Motors
Bharat Bijlee MA13M6N3 Series 950 RPM Low Voltage Standard Motor,194035,Bharat Bijlee Industrial Motors
Moog 62300A-02 Redline Series Permanent Magnet Brush DC Motor,208017,Moog DC Motors
Moog 62300A-02 Redline Series Permanent Magnet Brush DC Motor,208017,Moog DC Motors
