query,success,unique_value_count,total_key_count,raw_output,attributes_json
SIMOTICS S synchronous motor 1FK7- 1FK7103-3BC71-1QA1,True,3,12,"{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""SIMOTICS"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""SIMOTICS"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""SIMOTICS"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""SIMOTICS"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""model_number"", ""value"": ""1FK7- 1FK7103-3BC71-1QA1"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""model_name"", ""value"": ""1FK7- 1FK7103-3BC71-1QA1"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""model"", ""value"": ""1FK7- 1FK7103-3BC71-1QA1"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""model_no"", ""value"": ""1FK7- 1FK7103-3BC71-1QA1"", ""key_priority"": 4, ""attribute_priority"": 2}, {""attribute_key"": ""model_name"", ""value"": ""Synchronous Motor"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""model_no"", ""value"": ""Synchronous Motor"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""model"", ""value"": ""Synchronous Motor"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""model_name"", ""value"": ""Synchronous Motor"", ""key_priority"": 4, ""attribute_priority"": 3}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""SIMOTICS"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""SIMOTICS"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""SIMOTICS"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""SIMOTICS"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""model_number"", ""value"": ""1FK7- 1FK7103-3BC71-1QA1"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""model_name"", ""value"": ""1FK7- 1FK7103-3BC71-1QA1"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""model"", ""value"": ""1FK7- 1FK7103-3BC71-1QA1"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""model_no"", ""value"": ""1FK7- 1FK7103-3BC71-1QA1"", ""key_priority"": 4, ""attribute_priority"": 2}, {""attribute_key"": ""model_name"", ""value"": ""Synchronous Motor"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""model_no"", ""value"": ""Synchronous Motor"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""model"", ""value"": ""Synchronous Motor"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""model_name"", ""value"": ""Synchronous Motor"", ""key_priority"": 4, ""attribute_priority"": 3}]}"
SIMOTICS S Synchronous motor 1FK7 1FK7103-2AC71-1RH1,True,3,12,"{""attributes"":[{""attribute_key"":""brand"",""value"":""SIMOTICS"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""SIMOTICS"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""SIMOTICS"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""SIMOTICS"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""model_number"",""value"":""1FK7 1FK7103-2AC71-1RH1"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""model_name"",""value"":""1FK7 1FK7103-2AC71-1RH1"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""model"",""value"":""1FK7 1FK7103-2AC71-1RH1"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""model_no"",""value"":""1FK7 1FK7103-2AC71-1RH1"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""Synchronous motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""Synchronous motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""Synchronous motor"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""device_type"",""value"":""Synchronous motor"",""key_priority"":4,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""SIMOTICS"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""SIMOTICS"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""SIMOTICS"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""SIMOTICS"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""model_number"", ""value"": ""1FK7 1FK7103-2AC71-1RH1"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""model_name"", ""value"": ""1FK7 1FK7103-2AC71-1RH1"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""model"", ""value"": ""1FK7 1FK7103-2AC71-1RH1"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""model_no"", ""value"": ""1FK7 1FK7103-2AC71-1RH1"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""Synchronous motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""Synchronous motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""Synchronous motor"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""device_type"", ""value"": ""Synchronous motor"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
Face Mounted Motor marathon 75hp,True,3,12,"{""attributes"":[{""attribute_key"":""horsepower"",""value"":""75HP"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""horse_power"",""value"":""75HP"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""hp"",""value"":""75HP"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_horsepower"",""value"":""75HP"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""mounting_type"",""value"":""Face Mounted"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""mounting"",""value"":""Face Mounted"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""mounting_style"",""value"":""Face Mounted"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""mounting_method"",""value"":""Face Mounted"",""key_priority"":4,""attribute_priority"":2},{""attribute_key"":""brand"",""value"":""Marathon"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""company"",""value"":""Marathon"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""manufacturer"",""value"":""Marathon"",""key_priority"":3,""attribute_priority"":3},{""attribute_key"":""make"",""value"":""Marathon"",""key_priority"":4,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""horsepower"", ""value"": ""75HP"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""horse_power"", ""value"": ""75HP"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""hp"", ""value"": ""75HP"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_horsepower"", ""value"": ""75HP"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""mounting_type"", ""value"": ""Face Mounted"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""mounting"", ""value"": ""Face Mounted"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""mounting_style"", ""value"": ""Face Mounted"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""mounting_method"", ""value"": ""Face Mounted"", ""key_priority"": 4, ""attribute_priority"": 2}, {""attribute_key"": ""brand"", ""value"": ""Marathon"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""company"", ""value"": ""Marathon"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""manufacturer"", ""value"": ""Marathon"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""make"", ""value"": ""Marathon"", ""key_priority"": 4, ""attribute_priority"": 3}]}"
Solenoid Switches,True,1,4,"{""attributes"":[{""attribute_key"":""type"",""value"":""Solenoid Switches"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""Solenoid Switches"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""device_type"",""value"":""Solenoid Switches"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""product_category"",""value"":""Solenoid Switches"",""key_priority"":4,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""type"", ""value"": ""Solenoid Switches"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""Solenoid Switches"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""device_type"", ""value"": ""Solenoid Switches"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""product_category"", ""value"": ""Solenoid Switches"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
Linear Motor,True,1,4,"{""attributes"": [{""attribute_key"": ""type"", ""value"": ""Linear Motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""Linear Motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""Linear Motor"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""device_type"", ""value"": ""Linear Motor"", ""key_priority"": 4, ""attribute_priority"": 1}]}","{""attributes"": [{""attribute_key"": ""type"", ""value"": ""Linear Motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""Linear Motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""Linear Motor"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""device_type"", ""value"": ""Linear Motor"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
200KW Flange Induction Motor,True,2,8,"{""attributes"":[{""attribute_key"":""power"",""value"":""200KW"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""wattage"",""value"":""200KW"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""motor_power"",""value"":""200KW"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""power_rating"",""value"":""200KW"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""mounting_type"",""value"":""Flange"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""mounting"",""value"":""Flange"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""mounting_style"",""value"":""Flange"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""mounting_method"",""value"":""Flange"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""power"", ""value"": ""200KW"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""wattage"", ""value"": ""200KW"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""motor_power"", ""value"": ""200KW"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""power_rating"", ""value"": ""200KW"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""mounting_type"", ""value"": ""Flange"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""mounting"", ""value"": ""Flange"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""mounting_style"", ""value"": ""Flange"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""mounting_method"", ""value"": ""Flange"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
valve positioner,True,1,4,"{""attributes"":[{""attribute_key"":""model_number"",""value"":""Valve Positioner"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""model_name"",""value"":""Valve Positioner"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""model"",""value"":""Valve Positioner"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""model_no"",""value"":""Valve Positioner"",""key_priority"":4,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""model_number"", ""value"": ""Valve Positioner"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""model_name"", ""value"": ""Valve Positioner"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""model"", ""value"": ""Valve Positioner"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""model_no"", ""value"": ""Valve Positioner"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
rotex positioner,True,1,4,"{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""ROTEX"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""ROTEX"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""ROTEX"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""ROTEX"", ""key_priority"": 4, ""attribute_priority"": 1}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""ROTEX"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""ROTEX"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""ROTEX"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""ROTEX"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
AC Slip Ring Induction Motor,True,1,4,"{""attributes"":[{""attribute_key"":""type"",""value"":""AC Slip Ring Induction Motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""AC Slip Ring Induction Motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""AC Slip Ring Induction Motor"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""device_type"",""value"":""AC Slip Ring Induction Motor"",""key_priority"":4,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""type"", ""value"": ""AC Slip Ring Induction Motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""AC Slip Ring Induction Motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""AC Slip Ring Induction Motor"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""device_type"", ""value"": ""AC Slip Ring Induction Motor"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
4HP Single Phase Electric Motor 220-240V 50-60Hz for Air Compressor,False,0,0,"{""attributes"": [{""attribute_key"": ""power_source"", ""value"": ""Electric"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""power_supply"", ""value"": ""Electric"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""power_type"", ""value"": ""Electric"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""voltage"", ""value"": ""220-240V"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""operating_voltage"", ""value"": ""220-240V"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""supply_voltage"", ""value"": ""220-240V"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""frequency"", ""value"": ""50-60Hz"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""frequency_hertz"", ""value"": ""50-60Hz"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""usage_application"", ""value"": ""Air Compressor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""application"", ""value"": ""Air Compressor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""usage"", ""value"": ""Air Compressor"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""suitable_for"", ""value"": ""Air Compressor"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""phase"", ""value"": ""Single Phase"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""phase_type"", ""value"": ""Single Phase"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""number_of_phase"", ""value"": ""Single Phase"", ""key_priority"": 3, ""attribute_priority"":",
Crompton  1.5HP 2800RPM  Foot Mounted Motor,True,4,15,"{""attributes"":[{""attribute_key"":""brand"",""value"":""Crompton"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""Crompton"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""Crompton"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""Crompton"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""power_source"",""value"":""Foot Mounted"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""power_supply"",""value"":""Foot Mounted"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""power_type"",""value"":""Foot Mounted"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""speed"",""value"":""2800RPM"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""rpm"",""value"":""2800RPM"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""motor_speed"",""value"":""2800RPM"",""key_priority"":3,""attribute_priority"":3},{""attribute_key"":""rated_speed"",""value"":""2800RPM"",""key_priority"":4,""attribute_priority"":3},{""attribute_key"":""horsepower"",""value"":""1.5HP"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""horse_power"",""value"":""1.5HP"",""key_priority"":2,""attribute_priority"":4},{""attribute_key"":""hp"",""value"":""1.5HP"",""key_priority"":3,""attribute_priority"":4},{""attribute_key"":""motor_horsepower"",""value"":""1.5HP"",""key_priority"":4,""attribute_priority"":4}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Crompton"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Crompton"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Crompton"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Crompton"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""power_source"", ""value"": ""Foot Mounted"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""power_supply"", ""value"": ""Foot Mounted"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""power_type"", ""value"": ""Foot Mounted"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""speed"", ""value"": ""2800RPM"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""rpm"", ""value"": ""2800RPM"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""motor_speed"", ""value"": ""2800RPM"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""rated_speed"", ""value"": ""2800RPM"", ""key_priority"": 4, ""attribute_priority"": 3}, {""attribute_key"": ""horsepower"", ""value"": ""1.5HP"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""horse_power"", ""value"": ""1.5HP"", ""key_priority"": 2, ""attribute_priority"": 4}, {""attribute_key"": ""hp"", ""value"": ""1.5HP"", ""key_priority"": 3, ""attribute_priority"": 4}, {""attribute_key"": ""motor_horsepower"", ""value"": ""1.5HP"", ""key_priority"": 4, ""attribute_priority"": 4}]}"
